url_name,zh_name,platinum1,platinum2,platinum3,platinum4,platinum5,platinum_avg
twin_vipers,双子蝰蛇,6,8,10,13,20,11.4
tysis,啐沫者,15,29,30,30,50,30.8
vasto,瓦斯托,25,25,30,35,35,30.0
viper,蝰蛇,8,10,15,19,20,14.4
zylok,席尔火枪,1,19,20,20,20,16.0
dakra_prime,达克拉 Prime,9,10,10,10,12,10.2
dark_dagger,暗黑匕首,20,30,35,35,40,32.0
kuva_twin_stubbas,赤毒·双子史度巴,10,10,10,15,20,13.0
pennant,尖幡,1,9,10,10,20,10.0
kuva_bramma,赤毒·布拉玛,20,20,20,20,20,20.0
stropha,诡计之刃,15,20,30,50,50,33.0
morgha,置灵者,20,20,20,20,20,20.0
catabolyst,异化者,15,17,20,20,33,21.0
hikou,飞扬,10,10,10,10,10,10.0
knell,丧钟,10,20,20,20,25,19.0
kohmak,寇恩霰机枪,4,8,8,9,10,7.8
kraken,北海巨妖,5,9,10,10,15,9.8
kunai,苦无,15,19,19,20,20,18.6
lex,雷克斯,69,70,75,79,80,74.6
marelok,玛瑞火枪,5,7,8,9,10,7.8
broken_scepter,破损珽杖,19,20,20,25,28,22.4
dual_zoren,佐伦双斧,9,15,15,20,20,15.8
ether_daggers,苍穹匕首,10,15,19,20,20,16.8
ether_reaper,苍穹死神,6,10,10,10,13,9.8
ether_sword,苍穹之剑,7,9,9,10,10,9.0
fang,狼牙,14,19,19,20,20,18.4
furax,弗拉克斯,40,40,50,50,60,48.0
karyst,凯洛斯特,20,20,20,20,25,21.0
stinger,毒刺,20,20,20,20,25,21.0
vulklok,金工火枪,25,29,30,30,35,29.8
catchmoon,捕月,9,10,10,20,20,13.8
plinx,漫射者,18,22,24,25,30,23.8
korrudo,库鲁多,5,9,10,10,10,8.8
fulmin,雷霆,12,20,20,24,30,21.2
cobra_and_crane,眼镜蛇 & 鹤,10,10,18,18,20,15.2
komorex,猛毒,20,20,20,20,20,20.0
cyanex,氰毒,20,20,25,45,50,32.0
tatsu,龙辰,15,20,20,30,30,23.0
cyngas,合成燃气炮,10,10,15,19,20,14.8
larkspur,翠雀,32,35,38,40,50,39.0
imperator,凯旋将军,20,20,20,22,25,21.4
corvas,黑鸦,75,80,80,85,288,121.6
phaedra,菲德菈,10,15,18,20,20,16.6
grattler,葛拉特勒,50,50,75,80,95,70.0
dual_decurion,什长双枪,69,75,75,75,75,73.8
attica,阿提卡,9,10,10,15,17,12.2
boltor,螺钉步枪,45,50,70,70,70,61.0
braton,布莱顿,19,22,25,30,40,27.2
corinth,科林斯,15,15,19,20,25,18.8
ferrox,铁晶磁轨炮,10,10,15,17,19,14.2
hek,海克,15,15,15,20,20,17.0
ogris,食人女魔,90,95,99,100,100,96.8
paracyst,附肢寄生者,4,5,5,9,9,6.4
supra,苏普拉,9,10,10,10,15,10.8
tenora,双簧管,15,17,30,30,30,24.4
tiberon,狂鲨,10,10,11,13,18,12.4
aklex,雷克斯双枪,5,9,10,10,10,8.8
akmagnus,麦格努斯双枪,10,10,20,20,20,16.0
aksomati,轻灵月神双枪,10,10,15,20,20,15.0
akstiletto,史提托双枪,10,15,15,15,15,14.0
akvasto,瓦斯托双枪,5,10,14,15,20,12.8
akzani,荒谬双枪,4,5,5,5,5,4.8
angstrum,安格斯壮,30,30,35,40,40,35.0
atomos,原子矿融炮,25,35,50,50,50,42.0
azima,方位角,10,10,10,10,10,10.0
bolto,螺钉手枪,10,10,10,10,12,10.4
brakk,布拉克,10,10,10,15,15,12.0
despair,绝望,24,25,29,30,30,27.6
dual_raza,锋月双斧,5,5,12,14,15,10.2
reaper_prime,收割者 Prime,19,20,20,20,20,19.8
ripkas,锐卡斯,14,18,40,40,50,32.4
dark_sword,暗黑长剑,5,9,13,15,15,11.4
kreska,直镐,9,10,10,15,20,12.8
velocitus,极速电磁步枪,60,70,70,70,70,68.0
fluctus,巨浪,14,19,40,48,50,34.2
quatz,夸兹,10,10,15,15,20,14.0
acceltra,迅发电浆炮,50,50,50,55,55,52.0
akarius,阿利乌双枪,25,29,29,30,34,29.4
tazicor,泰瑟步枪,20,20,25,25,25,23.0
cryotra,急冻喷枪,15,20,20,25,28,21.6
shedu,舍杜,35,39,45,49,50,43.6
cortege,送葬者,9,15,20,28,30,20.4
vitrica,金璃剑,10,15,20,20,30,19.0
pulmonars,感染连枷,9,10,10,12,15,11.2
bubonico,横痃重炮,25,29,30,37,40,32.2
proboscis_cernos,刺吸西诺斯,20,20,30,30,30,26.0
sporothrix,孢丝感染枪,20,20,34,35,50,31.8
arum_spinosa,疆南星刺,15,25,30,30,30,26.0
sarpa,蛇刃,10,10,15,15,20,14.0
scindo,分裂斩斧,10,20,23,24,24,20.2
scoliac,脊椎节鞭,10,18,20,20,25,18.6
sepfahn,瑟普梵,35,50,50,50,60,49.0
serro,电能斩锯,8,15,15,15,20,14.6
shaku,双节尺棍,8,10,10,10,10,9.6
sheev,希芙,8,9,10,10,10,9.4
sibear,西伯利亚冰锤,20,26,30,30,30,27.2
sigma_and_octantis,西格玛 & 南极座,9,10,10,14,20,12.6
silva_and_aegis,席瓦 & 神盾,10,15,20,20,20,17.0
skiajati,影生,15,19,20,20,30,20.8
sydon,恶龙,7,9,9,10,10,9.0
tekko,铁钩手甲,10,10,10,15,15,12.0
tipedo,提佩多,6,10,15,15,15,12.2
tonbo,蜻蛉薙,9,9,9,9,10,9.2
twin_basolk,双子巴萨克,15,15,18,20,20,17.6
amprex,安培克斯,20,20,25,25,25,23.0
burston,伯斯顿,168,177,190,199,199,186.6
buzlok,巴兹火枪,18,20,30,35,45,29.6
cernos,西诺斯,8,10,10,10,10,9.6
convectrix,导热聚焦枪,10,15,15,20,20,16.0
daikyu,大久和弓,5,10,10,15,15,11.0
dera,德拉,60,69,70,70,80,69.8
drakgoon,龙骑兵,10,15,15,15,15,14.0
dread,恐惧,35,35,38,40,40,37.6
glaxion,冷冻光束步枪,40,40,40,45,50,43.0
gorgon,蛇发女妖,15,19,19,20,20,18.6
grakata,葛拉卡达,10,20,20,25,25,20.0
grinlok,葛恩火枪,7,8,9,10,10,8.8
seer,预言者,10,10,10,10,10,10.0
zakti,毒芽,9,10,15,15,25,14.8
cyath,西亚什,5,10,10,20,20,13.0
dark_split_sword_(dual_swords),暗黑分合剑,10,12,12,14,20,13.6
krohkur,克鲁古尔,4,5,10,10,10,7.8
kronen,皇家拐刃,19,25,25,30,30,25.8
lacera,悲痛之刃,15,20,20,20,30,21.0
lesion,病变,15,30,40,40,40,33.0
venka,凯旋之爪,15,17,19,20,20,18.2
volnus,创伤,20,30,30,35,50,33.0
zenistar,天顶之星,19,20,29,30,30,25.6
deconstructor,分离,30,30,30,40,100,46.0
sweeper,扫除者,25,25,25,30,40,29.0
rattleguts,响胆,5,8,10,12,18,10.6
wolf_sledge,恶狼战锤,18,20,30,40,40,29.6
quellor,压制者,15,15,20,20,20,18.0
basmu,巴什穆,10,15,15,19,20,15.8
stahlta,钢刃步枪,35,35,35,40,45,38.0
velox,逐电,10,19,25,30,30,22.8
helstrum,赫尔斯壮,30,35,40,40,40,37.0
xoris,驱魔之刃,30,35,38,39,40,36.4
athodai,阿索代,10,10,20,20,25,17.0
sepulcrum,追击者,15,20,25,25,40,25.0
quassus,威震武扇,20,30,30,30,30,28.0
trumna,灭杀者,15,30,40,40,50,35.0
zymos,邪莫斯,10,15,15,20,25,17.0
keratinos,卡提努之爪,34,35,50,60,65,48.8
mausolon,惩戒者,88,100,110,119,150,113.4
cedo,塞多,14,15,40,40,40,29.8
verglas,冰凇,699,699,700,700,700,699.6
epitaph,葬铭,45,45,45,50,50,47.0
tenet_envoy,信条·典客,20,28,30,30,30,27.6
tenet_spirex,信条·斯派克斯,9,10,10,14,15,11.6
kompressa,卡帕压力枪,45,49,50,60,70,54.8
tenet_exec,信条·枢密,80,85,90,100,100,91.0
tenet_grigori,信条·格里高利,15,15,15,20,20,17.0
ambassador,使节,20,20,20,25,29,22.8
cadus,卡德斯,20,20,20,39,50,29.8
tenet_livia,信条·莉薇娅,10,19,20,20,20,17.8
tenet_diplos,信条·纵横双枪,22,25,35,35,40,31.4
tenet_agendus,信条·集议,15,18,18,19,20,18.0
lacerten,莱斯腾,49,100,150,200,300,159.8
akaten,阿卡腾,200,200,220,250,250,224.0
batoten,巴托腾,75,75,100,450,500,240.0
vastilok,瓦斯提枪刃,15,19,19,20,20,18.6
ghoulsaw,尸鬼电锯,20,23,25,30,35,26.6
verdilac,蝰首骨妖,17,19,20,20,20,19.2
nepheri,赤炎流星,25,30,35,40,45,35.0
rumblejack,电匕怪杰,11,19,20,20,25,19.0
korumm,雷霆暴君,15,20,20,22,25,20.4
venato,脉纹,10,13,15,18,20,15.2
nataruk,太始弓,35,40,45,50,50,44.0
hespar,暮斩,20,20,25,25,29,23.8
alternox,电幻步枪,8,9,10,20,20,13.4
aeolak,风鸣,13,15,19,20,20,17.4
phenmor,凤殁,60,79,80,90,90,79.8
laetum,奏凯,100,100,100,130,135,113.0
praedos,双雄,25,30,30,40,40,33.0
innodem,清刚,25,30,30,33,35,30.6
felarx,逐枭,45,45,45,45,50,46.0
vericres,真月武扇,15,15,18,19,20,17.4
slaytra,屠煞,9,10,20,20,30,17.8
aegrit,骇敌榴弹,10,14,14,15,17,14.0
afentis,圣英,5,10,10,10,10,9.0
sarofang,沙罗之牙,10,15,15,16,20,15.2
perigale,月面狂风,19,19,20,25,30,22.6
corufell,闪劫,30,35,43,45,50,40.6
steflos,石晶之花,4,10,10,10,15,9.8
sampotes,三宝聚,40,45,50,50,50,47.0
azothane,溶灵尊,19,20,20,24,25,21.6
syam,业珀,35,45,45,70,70,53.0
cinta,遂心,10,15,15,20,20,16.0
sun_and_moon,赤阳 & 幽月,19,20,29,29,30,25.4
edun,雷石祭,10,20,20,25,30,21.0
rauta,锐铁,15,20,20,20,20,19.0
argo_and_vel,星舟 & 帆,10,20,20,20,20,18.0
gotva_prime,骨葬 Prime,10,15,19,20,25,17.8
dorrclave,怒斩,10,10,30,30,30,22.0
ekhein,映声战锤,14,23,25,29,40,26.2
mandonel,辐光弩炮,25,30,40,45,45,37.0
grimoire,Grimoire,1,40,40,50,50,36.2
onos,赘骨,18,20,20,20,30,21.6
ruvox,古声,15,18,20,20,28,20.2
dex_nikana,Dex 侍刃,40,200,200,200,0,160.0
cantare,歌颂,13,15,20,20,20,17.6
evensong,晚祷,20,40,45,50,50,41.0
harmony,和谐,94,100,100,120,125,107.8
ax_52,AX-52,30,30,35,38,39,34.4
