url_name,zh_name,platinum1,platinum2,platinum3,platinum4,platinum5,platinum_avg
mire,米尔,8,10,10,10,10,9.6
twin_krohkur,双子克鲁古尔,10,12,15,15,25,15.4
latron,拉特昂,110,140,140,140,148,135.6
lenz,楞次弓,10,15,20,25,30,20.0
miter,米特尔,35,40,49,50,60,46.8
mutalist_cernos,异融西诺斯,9,15,15,20,20,15.8
mutalist_quanta,异融量子枪,10,10,10,10,15,11.0
opticor,奥堤克光子枪,10,10,15,20,20,15.0
panthera,猎豹,1,10,10,10,10,8.2
penta,潘塔,10,10,10,15,15,12.0
phage,噬菌者,10,24,25,30,30,23.8
phantasma,幻离子,24,30,30,30,35,29.8
quanta,量子切割器,10,10,20,20,20,16.0
rubico,绝路,40,48,50,50,58,49.2
simulor,重力奇点拟成枪,4,10,10,10,10,8.8
snipetron,狙击特昂,10,10,10,15,20,13.0
sobek,鳄神,18,20,20,23,25,21.2
stradavar,斯特拉迪瓦,9,9,10,10,10,9.6
strun,斯特朗,50,75,80,89,90,76.8
sybaris,席芭莉丝,50,60,85,99,100,78.8
tetra,特拉,24,30,30,30,30,28.8
gammacor,咖玛腕甲枪,20,25,25,25,25,24.0
nukor,努寇微波枪,20,30,30,30,34,28.8
pandero,手鼓,10,10,10,10,20,12.0
pox,脓痘,10,10,20,20,20,16.0
pyrana,食人鱼,15,20,38,40,40,30.6
sicarus,暗杀者,30,30,40,55,60,43.0
spira,旋刃飞刀,5,5,10,10,10,8.0
dehtat,德塔特,15,25,30,30,35,27.0
destreza,技巧之剑,17,18,20,20,25,20.0
dex_dakra,Dex 达克拉双剑,15,15,15,20,20,17.0
dokrahm,多克拉姆,8,20,20,30,35,22.6
dragon_nikana,龙之侍刃,10,10,15,18,20,14.6
dual_cleavers,斩肉双刀,20,20,30,40,49,31.8
dual_ether,苍穹双剑,15,17,20,39,40,26.2
dual_heat_swords,烈焰双剑,10,10,10,20,20,14.0
dual_ichor,恶脓双斧,150,190,190,190,200,184.0
dual_keres,凯瑞斯双刀,20,20,25,25,25,23.0
kama,短柄战镰,10,10,10,10,10,10.0
kogake,科加基,15,20,25,25,30,23.0
multron,多连穿甲枪,25,30,30,40,40,33.0
vulcax,金工火舌,20,20,24,25,30,23.8
masseter,咀嚼金棒,13,15,15,20,20,16.6
pathocyst,病囊飞刃,20,20,22,29,30,24.2
kuva_chakkhurr,赤毒·邪眼,10,13,15,20,25,16.6
lecta,勒克塔,29,30,35,39,40,34.6
machete,马谢特砍刀,15,15,20,20,20,18.0
magistar,执法者,600,600,620,640,640,620.0
mewan,密丸,10,10,10,15,20,13.0
mios,牡狮神,10,10,15,20,24,15.8
rabvee,拉比威,40,50,50,50,60,50.0
war,战争之剑,18,20,22,25,25,22.0
artax,阿塔克斯,15,19,20,25,30,21.8
burst_laser,激光点发,20,20,20,30,40,26.0
deth_machine_rifle,死亡机枪,19,25,25,25,35,25.8
laser_rifle,激光步枪,30,40,50,50,50,44.0
astilla,碎裂者,8,10,10,15,15,11.6
baza,苍鹰,16,25,25,30,40,27.2
boar,野猪,75,80,80,80,80,79.0
flux_rifle,通量步枪,10,12,15,20,20,15.4
cronus,克洛诺斯,5,9,10,10,12,9.2
endura,三叶坚韧,10,15,15,15,15,14.0
glaive,战刃,275,279,280,280,280,278.8
heat_sword,烈焰长剑,9,10,15,15,20,13.8
jat_kusar,喷射锁镰,15,20,20,25,25,21.0
nami_skyla,海波斯库拉对剑,10,20,20,20,20,18.0
nami_solo,海波单剑,45,45,50,50,50,48.0
nikana,侍刃,35,40,50,50,59,46.8
ninkondi,降灵追猎者,10,19,20,20,20,17.8
obex,奥比克斯,10,10,15,20,30,17.0
ohma,欧玛,20,20,30,30,30,26.0
okina,翁,45,70,70,75,75,67.0
ooltha,乌尔萨,4,5,5,8,10,6.4
orthos,欧特鲁斯,15,20,20,25,28,21.6
orvius,灵枢,10,10,15,15,15,13.0
pangolin_sword,鲮鲤剑,14,14,14,15,15,14.4
plague_keewar,瘟疫 奇沃,8,10,15,15,20,13.6
plague_kripath,瘟疫 克里帕丝,10,15,15,30,30,20.0
plasma_sword,等离子长剑,10,10,15,15,18,13.6
prova,普罗沃,15,20,50,80,99,52.8
redeemer,救赎者,20,26,30,30,35,28.2
skana,空刃,45,60,70,70,75,64.0
harpak,哈帕克,5,8,10,10,12,9.0
hema,血肢,10,10,10,10,12,10.4
hind,雌鹿,8,20,25,30,45,25.6
ignis,伊格尼斯,19,20,20,30,30,23.8
javlok,燃焰标枪,8,9,9,9,10,9.0
karak,卡拉克,20,20,30,30,40,28.0
kohm,寇恩热能枪,5,10,15,15,20,13.0
lanka,兰卡,8,9,9,9,10,9.0
paris,帕里斯,20,29,30,30,32,28.2
quartakk,夸塔克,5,10,15,15,16,12.2
scourge,祸根,10,10,15,15,20,14.0
spectra,光谱切割器,9,10,15,20,20,14.8
staticor,静电能量导引枪,10,10,20,20,20,16.0
stubba,史度巴,5,7,10,10,10,8.4
stug,史特克,15,15,15,20,31,19.2
talons,鹰爪,5,10,10,10,15,10.0
twin_grakatas,双子葛拉卡达,15,15,19,20,20,17.8
twin_gremlins,双子小精灵,10,15,15,15,20,15.0
twin_kohmak,双子寇恩霰机枪,15,15,15,15,20,16.0
twin_rogga,双子罗格,5,10,10,15,20,12.0
twin_vipers,双子蝰蛇,8,9,10,10,20,11.4
tysis,啐沫者,15,50,50,50,60,45.0
vasto,瓦斯托,25,30,30,30,30,29.0
viper,蝰蛇,4,10,15,15,15,11.8
zylok,席尔火枪,20,29,30,30,49,31.6
dakra_prime,达克拉 Prime,5,9,10,10,10,8.8
dark_dagger,暗黑匕首,25,25,35,40,40,33.0
kuva_twin_stubbas,赤毒·双子史度巴,10,15,19,20,20,16.8
pennant,尖幡,1,10,10,15,20,11.2
kuva_bramma,赤毒·布拉玛,20,20,20,20,20,20.0
stropha,诡计之刃,18,18,20,20,20,19.2
morgha,置灵者,10,20,20,30,40,24.0
catabolyst,异化者,15,15,17,17,20,16.8
hikou,飞扬,10,10,10,15,20,13.0
knell,丧钟,15,20,20,25,25,21.0
kohmak,寇恩霰机枪,5,8,9,10,10,8.4
kraken,北海巨妖,5,9,10,15,15,10.8
kunai,苦无,19,20,25,25,30,23.8
lex,雷克斯,78,80,100,100,100,91.6
marelok,玛瑞火枪,10,10,10,15,20,13.0
broken_scepter,破损珽杖,10,10,16,20,20,15.2
dual_zoren,佐伦双斧,5,8,8,10,10,8.2
ether_daggers,苍穹匕首,10,10,15,19,20,14.8
ether_reaper,苍穹死神,10,10,10,14,15,11.8
ether_sword,苍穹之剑,5,5,7,10,10,7.4
fang,狼牙,10,10,14,15,20,13.8
furax,弗拉克斯,40,50,70,75,80,63.0
karyst,凯洛斯特,10,20,20,25,25,20.0
stinger,毒刺,20,20,20,24,25,21.8
vulklok,金工火枪,20,20,35,40,50,33.0
catchmoon,捕月,6,9,10,10,20,11.0
plinx,漫射者,15,15,20,24,25,19.8
korrudo,库鲁多,7,8,10,10,10,9.0
fulmin,雷霆,30,34,45,50,50,41.8
cobra_and_crane,眼镜蛇 & 鹤,10,10,15,15,20,14.0
komorex,猛毒,12,15,20,20,20,17.4
cyanex,氰毒,20,20,20,25,30,23.0
tatsu,龙辰,15,15,20,25,25,20.0
cyngas,合成燃气炮,15,20,20,25,25,21.0
larkspur,翠雀,29,38,40,50,150,61.4
imperator,凯旋将军,25,25,35,45,50,36.0
corvas,黑鸦,69,70,180,250,250,163.8
phaedra,菲德菈,20,30,30,50,150,56.0
grattler,葛拉特勒,50,50,50,70,100,64.0
dual_decurion,什长双枪,69,70,80,99,100,83.6
attica,阿提卡,5,5,9,10,10,7.8
boltor,螺钉步枪,60,70,75,75,80,72.0
braton,布莱顿,25,25,35,35,40,32.0
corinth,科林斯,10,15,20,20,25,18.0
ferrox,铁晶磁轨炮,15,15,15,20,20,17.0
hek,海克,15,15,15,20,20,17.0
ogris,食人女魔,89,90,100,100,100,95.8
paracyst,附肢寄生者,5,5,9,9,10,7.6
supra,苏普拉,10,10,10,10,30,14.0
tenora,双簧管,14,14,20,20,30,19.6
tiberon,狂鲨,5,10,10,13,15,10.6
aklex,雷克斯双枪,5,10,10,15,15,11.0
akmagnus,麦格努斯双枪,7,10,20,20,25,16.4
aksomati,轻灵月神双枪,10,10,20,20,29,17.8
akstiletto,史提托双枪,10,15,15,15,19,14.8
akvasto,瓦斯托双枪,10,10,14,15,15,12.8
akzani,荒谬双枪,7,8,10,10,13,9.6
angstrum,安格斯壮,24,25,30,30,30,27.8
atomos,原子矿融炮,20,20,30,30,34,26.8
azima,方位角,5,10,10,10,10,9.0
bolto,螺钉手枪,10,10,15,20,20,15.0
brakk,布拉克,1,10,10,10,10,8.2
despair,绝望,24,25,25,25,25,24.8
dual_raza,锋月双斧,10,10,14,14,15,12.6
reaper_prime,收割者 Prime,20,20,20,25,30,23.0
ripkas,锐卡斯,15,20,40,40,40,31.0
dark_sword,暗黑长剑,9,10,13,15,20,13.4
kreska,直镐,9,10,10,15,20,12.8
velocitus,极速电磁步枪,75,85,100,200,300,152.0
fluctus,巨浪,14,40,50,55,60,43.8
quatz,夸兹,10,10,15,20,20,15.0
acceltra,迅发电浆炮,40,50,50,55,60,51.0
akarius,阿利乌双枪,20,25,28,29,29,26.2
tazicor,泰瑟步枪,14,24,25,25,25,22.6
cryotra,急冻喷枪,20,20,20,20,25,21.0
shedu,舍杜,30,30,39,40,50,37.8
cortege,送葬者,20,50,55,150,180,91.0
vitrica,金璃剑,20,20,23,30,35,25.6
pulmonars,感染连枷,9,9,10,10,15,10.6
bubonico,横痃重炮,25,25,29,30,35,28.8
proboscis_cernos,刺吸西诺斯,19,20,20,20,20,19.8
sporothrix,孢丝感染枪,25,30,40,40,46,36.2
arum_spinosa,疆南星刺,25,30,30,34,35,30.8
sarpa,蛇刃,5,10,13,15,15,11.6
scindo,分裂斩斧,10,15,20,20,20,17.0
scoliac,脊椎节鞭,10,19,20,20,20,17.8
sepfahn,瑟普梵,35,35,39,45,45,39.8
serro,电能斩锯,15,15,20,25,25,20.0
shaku,双节尺棍,10,10,10,10,10,10.0
sheev,希芙,8,9,10,10,10,9.4
sibear,西伯利亚冰锤,20,20,20,30,30,24.0
sigma_and_octantis,西格玛 & 南极座,9,10,10,12,14,11.0
silva_and_aegis,席瓦 & 神盾,8,10,10,20,20,13.6
skiajati,影生,14,15,19,20,20,17.6
sydon,恶龙,9,9,10,10,10,9.6
tekko,铁钩手甲,10,15,20,20,28,18.6
tipedo,提佩多,10,10,15,15,15,13.0
tonbo,蜻蛉薙,9,9,10,10,14,10.4
twin_basolk,双子巴萨克,10,15,15,18,20,15.6
amprex,安培克斯,20,20,25,25,35,25.0
burston,伯斯顿,170,170,175,175,177,173.4
buzlok,巴兹火枪,18,20,20,25,30,22.6
cernos,西诺斯,5,8,8,8,10,7.8
convectrix,导热聚焦枪,15,15,20,20,30,20.0
daikyu,大久和弓,5,8,10,10,10,8.6
dera,德拉,40,40,50,79,100,61.8
drakgoon,龙骑兵,10,15,15,15,15,14.0
dread,恐惧,25,25,30,30,30,28.0
glaxion,冷冻光束步枪,40,44,45,78,90,59.4
gorgon,蛇发女妖,18,19,20,20,24,20.2
grakata,葛拉卡达,25,25,30,30,30,28.0
grinlok,葛恩火枪,7,10,10,15,15,11.4
seer,预言者,10,10,10,10,18,11.6
zakti,毒芽,5,7,10,10,15,9.4
cyath,西亚什,10,10,15,20,20,15.0
dark_split_sword_(dual_swords),暗黑分合剑,10,14,15,15,20,14.8
krohkur,克鲁古尔,4,5,5,5,9,5.6
kronen,皇家拐刃,24,30,30,30,35,29.8
lacera,悲痛之刃,10,20,20,20,30,20.0
lesion,病变,15,20,20,25,35,23.0
venka,凯旋之爪,20,20,25,30,30,25.0
volnus,创伤,15,20,30,30,50,29.0
zenistar,天顶之星,15,25,30,30,30,26.0
deconstructor,分离,100,100,100,120,150,114.0
sweeper,扫除者,50,50,50,80,80,62.0
rattleguts,响胆,8,10,10,10,10,9.6
wolf_sledge,恶狼战锤,20,20,25,40,40,29.0
quellor,压制者,15,15,20,20,25,19.0
basmu,巴什穆,10,10,10,15,20,13.0
stahlta,钢刃步枪,40,40,40,45,45,42.0
velox,逐电,15,15,15,20,20,17.0
helstrum,赫尔斯壮,40,40,40,40,40,40.0
xoris,驱魔之刃,20,30,39,39,39,33.4
athodai,阿索代,10,10,15,20,20,15.0
sepulcrum,追击者,20,25,35,35,40,31.0
quassus,威震武扇,15,20,30,30,30,25.0
trumna,灭杀者,15,20,30,30,30,25.0
zymos,邪莫斯,15,15,19,20,30,19.8
keratinos,卡提努之爪,30,35,35,38,40,35.6
mausolon,惩戒者,98,140,150,150,150,137.6
cedo,塞多,15,30,35,35,35,30.0
verglas,冰凇,649,650,699,700,700,679.6
epitaph,葬铭,50,50,58,59,60,55.4
tenet_envoy,信条·典客,20,30,40,40,45,35.0
tenet_spirex,信条·斯派克斯,9,10,10,14,15,11.6
kompressa,卡帕压力枪,70,70,70,71,75,71.2
tenet_exec,信条·枢密,60,100,100,110,130,100.0
tenet_grigori,信条·格里高利,15,15,20,20,20,18.0
ambassador,使节,19,20,20,20,20,19.8
cadus,卡德斯,10,13,15,50,80,33.6
tenet_livia,信条·莉薇娅,20,20,23,24,30,23.4
tenet_diplos,信条·纵横双枪,15,20,20,40,40,27.0
tenet_agendus,信条·集议,18,20,20,20,20,19.6
lacerten,莱斯腾,40,75,100,300,500,203.0
akaten,阿卡腾,90,100,250,300,399,227.8
batoten,巴托腾,100,125,170,500,0,223.75
vastilok,瓦斯提枪刃,20,20,20,20,20,20.0
ghoulsaw,尸鬼电锯,20,25,25,30,32,26.4
verdilac,蝰首骨妖,19,19,20,20,20,19.6
nepheri,赤炎流星,20,22,24,25,29,24.0
rumblejack,电匕怪杰,10,11,18,28,30,19.4
korumm,雷霆暴君,15,15,15,15,15,15.0
venato,脉纹,10,15,15,18,20,15.6
nataruk,太始弓,30,40,50,50,60,46.0
hespar,暮斩,15,20,20,20,20,19.0
alternox,电幻步枪,8,9,14,15,15,12.2
aeolak,风鸣,20,39,39,40,40,35.6
phenmor,凤殁,70,80,100,100,100,90.0
laetum,奏凯,94,98,100,100,120,102.4
praedos,双雄,25,30,40,40,45,36.0
innodem,清刚,30,30,30,30,30,30.0
felarx,逐枭,40,45,45,49,50,45.8
vericres,真月武扇,9,10,10,10,19,11.6
slaytra,屠煞,9,10,10,15,20,12.8
aegrit,骇敌榴弹,10,14,20,25,30,19.8
afentis,圣英,10,10,10,10,10,10.0
sarofang,沙罗之牙,10,15,15,29,30,19.8
perigale,月面狂风,20,20,25,25,25,23.0
corufell,闪劫,30,30,30,30,30,30.0
steflos,石晶之花,10,10,10,15,15,12.0
sampotes,三宝聚,30,40,50,50,50,44.0
azothane,溶灵尊,20,20,20,20,20,20.0
syam,业珀,70,70,70,80,99,77.8
cinta,遂心,3,9,10,10,20,10.4
sun_and_moon,赤阳 & 幽月,19,25,29,30,30,26.6
edun,雷石祭,14,20,20,20,20,18.8
rauta,锐铁,20,20,20,20,20,20.0
argo_and_vel,星舟 & 帆,10,10,15,19,20,14.8
gotva_prime,骨葬 Prime,25,25,30,30,35,29.0
dorrclave,怒斩,10,30,30,30,30,26.0
ekhein,映声战锤,25,30,35,45,50,37.0
mandonel,辐光弩炮,25,49,50,75,100,59.8
grimoire,Grimoire,20,25,30,30,30,27.0
onos,赘骨,15,18,29,30,30,24.4
ruvox,古声,18,20,20,20,20,19.6
dex_nikana,Dex 侍刃,60,180,200,200,300,188.0
cantare,歌颂,12,14,15,18,19,15.6
evensong,晚祷,17,20,20,20,25,20.4
harmony,和谐,110,110,111,115,118,112.8
ax_52,AX-52,28,29,29,30,30,29.2
