url_name,zh_name,platinum1,platinum2,platinum3,platinum4,platinum5,platinum_avg
cestra,锡斯特,28,30,35,35,40,33.6
dual_toxocyst,毒囊双枪,270,294,298,299,300,292.2
hystrix,豪猪,15,19,20,20,20,18.8
fragor,重击巨锤,20,30,30,33,35,29.6
galatine,迦伦提恩,15,15,20,20,20,18.0
gazal_machete,加扎勒反曲刀,10,15,15,20,20,16.0
gram,格拉姆,20,25,30,30,30,27.0
guandao,关刀,30,35,35,40,50,38.0
gunsen,军扇,9,20,30,30,30,23.8
dual_skana,空刃双刀,15,20,20,30,30,23.0
jaw_sword,蛇颚刀,14,15,18,25,25,19.4
kesheg,怯薛,10,15,20,25,25,19.0
kestrel,红隼,19,20,20,20,60,27.8
kronsh,客隆什,10,20,49,50,70,39.8
ballistica,布里斯提卡,9,10,10,10,14,10.6
heat_dagger,烈焰匕首,5,10,10,20,30,15.0
jat_kittag,喷射战锤,19,20,20,25,30,22.8
sonicor,超音波冲击枪,5,5,10,10,10,8.0
tombfinger,墓指,20,25,35,35,39,30.8
gaze,凝目,10,10,11,12,14,11.4
pupacyst,毒囊骨茧,15,19,20,20,20,18.8
arca_plasmor,弧电离子枪,12,25,25,25,30,23.4
galvacord,电流刺索,10,10,10,15,20,13.0
bronco,野马,20,23,30,39,40,30.4
dual_cestra,锡斯特双枪,8,10,15,20,20,14.6
furis,盗贼,149,160,170,200,200,175.8
ankyros,甲龙双拳,10,20,20,20,20,18.0
atterax,阿特拉克斯,10,10,10,10,20,12.0
bo,玻之武杖,60,70,80,80,90,76.0
cassowar,鹤鸵长戟,10,10,15,15,15,13.0
ceramic_dagger,陶瓷匕首,380,380,385,390,390,385.0
halikar,哈利卡,5,10,15,20,30,16.0
hirudo,蚂蟥,19,25,45,50,50,37.8
mire,米尔,10,13,17,19,20,15.8
twin_krohkur,双子克鲁古尔,1,13,20,24,30,17.6
latron,拉特昂,150,150,155,160,170,157.0
lenz,楞次弓,10,10,10,14,19,12.6
miter,米特尔,35,40,40,50,50,43.0
mutalist_cernos,异融西诺斯,10,10,10,10,15,11.0
mutalist_quanta,异融量子枪,10,10,10,10,10,10.0
opticor,奥堤克光子枪,10,10,18,20,20,15.6
panthera,猎豹,5,10,15,15,15,12.0
penta,潘塔,10,10,19,20,20,15.8
phage,噬菌者,10,20,20,20,25,19.0
phantasma,幻离子,20,25,25,30,30,26.0
quanta,量子切割器,9,10,10,15,15,11.8
rubico,绝路,30,40,40,44,44,39.6
simulor,重力奇点拟成枪,4,5,10,12,18,9.8
snipetron,狙击特昂,9,10,10,10,10,9.8
sobek,鳄神,20,24,25,29,29,25.4
stradavar,斯特拉迪瓦,5,10,10,10,15,10.0
strun,斯特朗,35,70,70,78,80,66.6
sybaris,席芭莉丝,60,60,70,89,99,75.6
tetra,特拉,20,20,28,29,30,25.4
gammacor,咖玛腕甲枪,10,10,19,20,20,15.8
nukor,努寇微波枪,30,30,30,40,40,34.0
pandero,手鼓,5,9,10,20,20,12.8
pox,脓痘,3,10,15,20,20,13.6
pyrana,食人鱼,15,35,35,45,50,36.0
sicarus,暗杀者,50,55,60,60,60,57.0
spira,旋刃飞刀,5,5,10,10,10,8.0
dehtat,德塔特,5,12,15,20,20,14.4
destreza,技巧之剑,10,15,20,20,25,18.0
dex_dakra,Dex 达克拉双剑,9,10,10,15,15,11.8
dokrahm,多克拉姆,8,28,30,39,45,30.0
dragon_nikana,龙之侍刃,10,18,19,20,20,17.4
dual_cleavers,斩肉双刀,19,20,25,25,30,23.8
dual_ether,苍穹双剑,10,10,20,20,20,16.0
dual_heat_swords,烈焰双剑,10,10,10,20,20,14.0
dual_ichor,恶脓双斧,115,125,129,130,130,125.8
dual_keres,凯瑞斯双刀,25,25,30,30,35,29.0
kama,短柄战镰,15,15,30,50,60,34.0
kogake,科加基,15,25,25,30,50,29.0
multron,多连穿甲枪,15,20,25,29,30,23.8
vulcax,金工火舌,20,25,30,30,30,27.0
masseter,咀嚼金棒,3,10,13,15,15,11.2
pathocyst,病囊飞刃,20,20,30,30,30,26.0
kuva_chakkhurr,赤毒·邪眼,25,25,25,30,30,27.0
lecta,勒克塔,40,40,40,50,50,44.0
machete,马谢特砍刀,10,15,25,35,40,25.0
magistar,执法者,600,640,650,650,650,638.0
mewan,密丸,10,20,30,30,30,24.0
mios,牡狮神,10,20,25,25,35,23.0
rabvee,拉比威,40,50,50,60,60,52.0
war,战争之剑,10,25,25,35,40,27.0
artax,阿塔克斯,15,20,28,29,40,26.4
burst_laser,激光点发,20,20,20,20,22,20.4
deth_machine_rifle,死亡机枪,20,25,30,30,40,29.0
laser_rifle,激光步枪,30,30,35,40,50,37.0
astilla,碎裂者,5,10,15,15,15,12.0
baza,苍鹰,15,15,16,20,20,17.2
boar,野猪,75,75,75,79,80,76.8
flux_rifle,通量步枪,10,13,15,15,20,14.6
cronus,克洛诺斯,10,10,20,25,30,19.0
endura,三叶坚韧,10,15,15,15,20,15.0
glaive,战刃,250,275,275,275,280,271.0
heat_sword,烈焰长剑,10,15,15,15,15,14.0
jat_kusar,喷射锁镰,10,15,15,15,20,15.0
nami_skyla,海波斯库拉对剑,15,15,18,20,20,17.6
nami_solo,海波单剑,40,50,55,60,60,53.0
nikana,侍刃,50,50,50,59,60,53.8
ninkondi,降灵追猎者,18,20,20,25,28,22.2
obex,奥比克斯,10,15,20,20,20,17.0
ohma,欧玛,18,20,30,30,30,25.6
okina,翁,70,73,75,79,80,75.4
ooltha,乌尔萨,4,7,10,10,10,8.2
orthos,欧特鲁斯,29,30,30,30,30,29.8
orvius,灵枢,5,15,15,15,19,13.8
pangolin_sword,鲮鲤剑,10,14,15,15,20,14.8
plague_keewar,瘟疫 奇沃,10,10,15,15,20,14.0
plague_kripath,瘟疫 克里帕丝,10,10,15,15,20,14.0
plasma_sword,等离子长剑,4,5,10,10,11,8.0
prova,普罗沃,6,14,20,20,20,16.0
redeemer,救赎者,19,19,19,20,20,19.4
skana,空刃,70,70,75,80,80,75.0
harpak,哈帕克,10,10,10,15,15,12.0
hema,血肢,20,20,20,20,20,20.0
hind,雌鹿,10,15,15,15,25,16.0
ignis,伊格尼斯,30,30,30,30,30,30.0
javlok,燃焰标枪,10,14,15,15,15,13.8
karak,卡拉克,10,15,15,20,20,16.0
kohm,寇恩热能枪,13,15,15,15,15,14.6
lanka,兰卡,10,10,10,10,15,11.0
paris,帕里斯,10,24,29,30,30,24.6
quartakk,夸塔克,9,10,10,15,18,12.4
scourge,祸根,10,15,15,15,20,15.0
spectra,光谱切割器,9,10,20,25,30,18.8
staticor,静电能量导引枪,5,6,9,10,17,9.4
stubba,史度巴,9,10,10,10,10,9.8
stug,史特克,20,20,30,30,35,27.0
talons,鹰爪,5,10,13,15,20,12.6
twin_grakatas,双子葛拉卡达,18,18,30,40,44,30.0
twin_gremlins,双子小精灵,5,9,10,10,15,9.8
twin_kohmak,双子寇恩霰机枪,15,16,25,30,30,23.2
twin_rogga,双子罗格,5,5,10,15,20,11.0
twin_vipers,双子蝰蛇,8,8,10,15,15,11.2
tysis,啐沫者,20,20,30,40,50,32.0
vasto,瓦斯托,20,25,29,30,30,26.8
viper,蝰蛇,5,10,10,10,14,9.8
zylok,席尔火枪,19,19,20,20,20,19.6
dakra_prime,达克拉 Prime,9,15,15,20,20,15.8
dark_dagger,暗黑匕首,20,20,35,40,40,31.0
kuva_twin_stubbas,赤毒·双子史度巴,10,12,14,14,15,13.0
pennant,尖幡,1,15,20,20,25,16.2
kuva_bramma,赤毒·布拉玛,20,20,24,25,25,22.8
stropha,诡计之刃,15,18,20,20,20,18.6
morgha,置灵者,10,20,30,45,50,31.0
catabolyst,异化者,15,18,20,20,25,19.6
hikou,飞扬,10,10,10,15,15,12.0
knell,丧钟,5,15,18,20,20,15.6
kohmak,寇恩霰机枪,5,5,10,10,10,8.0
kraken,北海巨妖,5,5,5,9,10,6.8
kunai,苦无,10,19,20,20,30,19.8
lex,雷克斯,80,80,80,80,80,80.0
marelok,玛瑞火枪,10,14,14,20,20,15.6
broken_scepter,破损珽杖,16,20,25,30,40,26.2
dual_zoren,佐伦双斧,2,10,10,15,15,10.4
ether_daggers,苍穹匕首,10,19,20,20,20,17.8
ether_reaper,苍穹死神,6,10,15,20,24,15.0
ether_sword,苍穹之剑,5,7,7,8,9,7.2
fang,狼牙,10,15,15,25,25,18.0
furax,弗拉克斯,30,30,45,60,70,47.0
karyst,凯洛斯特,15,15,15,20,25,18.0
stinger,毒刺,19,20,25,25,30,23.8
vulklok,金工火枪,20,20,25,35,40,28.0
catchmoon,捕月,6,9,10,10,10,9.0
plinx,漫射者,20,24,25,30,30,25.8
korrudo,库鲁多,10,10,15,15,15,13.0
fulmin,雷霆,20,25,25,30,30,26.0
cobra_and_crane,眼镜蛇 & 鹤,15,15,20,20,20,18.0
komorex,猛毒,5,15,15,18,19,14.4
cyanex,氰毒,10,20,45,50,50,35.0
tatsu,龙辰,15,20,20,20,20,19.0
cyngas,合成燃气炮,10,15,19,19,20,16.6
larkspur,翠雀,150,200,200,250,299,219.8
imperator,凯旋将军,25,25,25,25,35,27.0
corvas,黑鸦,64,65,80,120,145,94.8
phaedra,菲德菈,10,10,10,10,10,10.0
grattler,葛拉特勒,60,75,80,95,100,82.0
dual_decurion,什长双枪,70,77,80,80,90,79.4
attica,阿提卡,5,8,9,10,15,9.4
boltor,螺钉步枪,70,75,88,99,100,86.4
braton,布莱顿,20,35,40,40,40,35.0
corinth,科林斯,15,15,20,20,20,18.0
ferrox,铁晶磁轨炮,18,19,20,20,20,19.4
hek,海克,18,20,20,20,25,20.6
ogris,食人女魔,99,100,100,100,100,99.8
paracyst,附肢寄生者,5,9,10,10,10,8.8
supra,苏普拉,9,9,10,10,10,9.6
tenora,双簧管,10,14,14,20,20,15.6
tiberon,狂鲨,10,12,15,18,20,15.0
aklex,雷克斯双枪,5,12,12,14,15,11.6
akmagnus,麦格努斯双枪,8,10,10,15,20,12.6
aksomati,轻灵月神双枪,10,10,10,20,20,14.0
akstiletto,史提托双枪,8,10,10,10,13,10.2
akvasto,瓦斯托双枪,5,5,5,10,10,7.0
akzani,荒谬双枪,8,9,10,13,15,11.0
angstrum,安格斯壮,10,25,30,35,35,27.0
atomos,原子矿融炮,27,28,30,30,30,29.0
azima,方位角,10,12,12,15,20,13.8
bolto,螺钉手枪,10,15,17,20,20,16.4
brakk,布拉克,5,10,10,10,15,10.0
despair,绝望,15,15,25,27,30,22.4
dual_raza,锋月双斧,10,14,15,15,20,14.8
reaper_prime,收割者 Prime,18,20,20,20,25,20.6
ripkas,锐卡斯,40,40,40,40,50,42.0
dark_sword,暗黑长剑,13,25,25,50,50,32.6
kreska,直镐,9,10,12,15,20,13.2
velocitus,极速电磁步枪,50,87,88,90,100,83.0
fluctus,巨浪,20,20,20,20,30,22.0
quatz,夸兹,50,50,50,75,75,60.0
acceltra,迅发电浆炮,50,55,60,60,60,57.0
akarius,阿利乌双枪,38,40,45,60,60,48.6
tazicor,泰瑟步枪,25,25,30,50,50,36.0
cryotra,急冻喷枪,19,19,24,25,29,23.2
shedu,舍杜,44,45,45,50,50,46.8
cortege,送葬者,30,40,40,40,50,40.0
vitrica,金璃剑,20,20,25,25,30,24.0
pulmonars,感染连枷,9,10,10,14,15,11.6
bubonico,横痃重炮,15,19,20,20,25,19.8
proboscis_cernos,刺吸西诺斯,20,20,20,20,20,20.0
sporothrix,孢丝感染枪,19,28,29,30,40,29.2
arum_spinosa,疆南星刺,13,35,35,38,39,32.0
sarpa,蛇刃,5,10,15,15,18,12.6
scindo,分裂斩斧,16,20,20,20,20,19.2
scoliac,脊椎节鞭,9,15,19,20,25,17.6
sepfahn,瑟普梵,20,25,25,35,40,29.0
serro,电能斩锯,12,15,15,20,25,17.4
shaku,双节尺棍,5,10,10,10,11,9.2
sheev,希芙,10,10,12,20,20,14.4
sibear,西伯利亚冰锤,20,20,20,23,25,21.6
sigma_and_octantis,西格玛 & 南极座,10,12,14,14,14,12.8
silva_and_aegis,席瓦 & 神盾,10,15,15,20,20,16.0
skiajati,影生,20,20,20,20,30,22.0
sydon,恶龙,9,10,13,18,19,13.8
tekko,铁钩手甲,10,15,15,19,20,15.8
tipedo,提佩多,5,6,9,10,10,8.0
tonbo,蜻蛉薙,8,9,10,10,10,9.4
twin_basolk,双子巴萨克,10,15,15,15,18,14.6
amprex,安培克斯,14,20,20,25,30,21.8
burston,伯斯顿,200,200,200,200,200,200.0
buzlok,巴兹火枪,15,20,20,20,20,19.0
cernos,西诺斯,8,10,10,10,10,9.6
convectrix,导热聚焦枪,20,20,20,20,20,20.0
daikyu,大久和弓,10,10,10,10,15,11.0
dera,德拉,60,89,100,100,100,89.8
drakgoon,龙骑兵,10,12,14,15,15,13.2
dread,恐惧,45,45,45,49,50,46.8
glaxion,冷冻光束步枪,45,50,53,59,60,53.4
gorgon,蛇发女妖,20,20,24,30,30,24.8
grakata,葛拉卡达,20,20,25,25,25,23.0
grinlok,葛恩火枪,7,9,10,10,10,9.2
seer,预言者,10,10,15,20,20,15.0
zakti,毒芽,10,10,10,10,15,11.0
cyath,西亚什,5,10,10,20,20,13.0
dark_split_sword_(dual_swords),暗黑分合剑,8,10,10,10,12,10.0
krohkur,克鲁古尔,5,9,10,10,15,9.8
kronen,皇家拐刃,20,23,24,25,26,23.6
lacera,悲痛之刃,20,20,30,45,50,33.0
lesion,病变,10,15,20,25,30,20.0
venka,凯旋之爪,15,20,25,35,39,26.8
volnus,创伤,20,20,20,20,30,22.0
zenistar,天顶之星,19,20,25,30,30,24.8
deconstructor,分离,30,40,50,70,100,58.0
sweeper,扫除者,15,20,25,25,30,23.0
rattleguts,响胆,8,10,10,15,17,12.0
wolf_sledge,恶狼战锤,24,30,40,40,40,34.8
quellor,压制者,15,20,20,20,20,19.0
basmu,巴什穆,10,15,15,18,18,15.2
stahlta,钢刃步枪,40,45,45,50,50,46.0
velox,逐电,10,15,15,15,15,14.0
helstrum,赫尔斯壮,25,30,33,40,40,33.6
xoris,驱魔之刃,39,40,40,40,44,40.6
athodai,阿索代,5,10,10,10,20,11.0
sepulcrum,追击者,20,20,25,25,25,23.0
quassus,威震武扇,19,20,30,30,35,26.8
trumna,灭杀者,30,30,30,50,50,38.0
zymos,邪莫斯,15,15,20,20,20,18.0
keratinos,卡提努之爪,50,60,60,70,90,66.0
mausolon,惩戒者,80,90,99,124,140,106.6
cedo,塞多,10,20,20,20,25,19.0
verglas,冰凇,690,690,690,690,750,702.0
epitaph,葬铭,40,45,50,54,58,49.4
tenet_envoy,信条·典客,30,39,40,45,45,39.8
tenet_spirex,信条·斯派克斯,10,10,10,14,15,11.8
kompressa,卡帕压力枪,70,75,75,76,80,75.2
tenet_exec,信条·枢密,69,70,70,70,80,71.8
tenet_grigori,信条·格里高利,15,20,20,20,30,21.0
ambassador,使节,14,20,20,20,20,18.8
cadus,卡德斯,8,10,10,10,13,10.2
tenet_livia,信条·莉薇娅,20,25,25,30,30,26.0
tenet_diplos,信条·纵横双枪,30,40,40,44,45,39.8
tenet_agendus,信条·集议,10,18,20,20,50,23.6
lacerten,莱斯腾,39,40,150,200,350,155.8
akaten,阿卡腾,50,70,240,255,280,179.0
batoten,巴托腾,50,65,70,75,80,68.0
vastilok,瓦斯提枪刃,24,29,30,30,50,32.6
ghoulsaw,尸鬼电锯,18,29,32,35,50,32.8
verdilac,蝰首骨妖,10,19,20,20,20,17.8
nepheri,赤炎流星,25,25,25,30,30,27.0
rumblejack,电匕怪杰,10,10,20,20,20,16.0
korumm,雷霆暴君,5,15,20,20,20,16.0
venato,脉纹,10,20,20,25,25,20.0
nataruk,太始弓,30,40,40,45,45,40.0
hespar,暮斩,25,30,30,35,35,31.0
alternox,电幻步枪,5,15,15,20,20,15.0
aeolak,风鸣,13,15,20,20,30,19.6
phenmor,凤殁,1,70,70,90,99,66.0
laetum,奏凯,95,100,100,100,121,103.2
praedos,双雄,29,30,40,40,45,36.8
innodem,清刚,20,28,30,30,30,27.6
felarx,逐枭,30,40,44,44,45,40.6
vericres,真月武扇,3,14,14,15,15,12.2
slaytra,屠煞,10,10,14,15,20,13.8
aegrit,骇敌榴弹,10,10,15,15,20,14.0
afentis,圣英,10,10,10,10,20,12.0
sarofang,沙罗之牙,13,15,20,29,30,21.4
perigale,月面狂风,20,25,28,30,35,27.6
corufell,闪劫,11,65,65,69,70,56.0
steflos,石晶之花,10,15,15,15,15,14.0
sampotes,三宝聚,45,50,50,55,60,52.0
azothane,溶灵尊,20,25,30,30,40,29.0
syam,业珀,70,70,80,89,90,79.8
cinta,遂心,23,30,30,30,50,32.6
sun_and_moon,赤阳 & 幽月,19,20,20,29,29,23.4
edun,雷石祭,11,20,25,25,25,21.2
rauta,锐铁,20,20,20,25,25,22.0
argo_and_vel,星舟 & 帆,10,10,19,20,20,15.8
gotva_prime,骨葬 Prime,29,30,30,35,40,32.8
dorrclave,怒斩,20,20,25,29,30,24.8
ekhein,映声战锤,18,20,20,20,20,19.6
mandonel,辐光弩炮,15,15,15,30,35,22.0
grimoire,Grimoire,40,40,50,60,60,50.0
onos,赘骨,20,20,20,25,30,23.0
ruvox,古声,15,20,20,24,29,21.6
dex_nikana,Dex 侍刃,200,200,300,0,0,233.33333333333334
cantare,歌颂,15,20,20,24,25,20.8
evensong,晚祷,14,15,15,20,20,16.8
harmony,和谐,100,110,120,120,140,118.0
ax_52,AX-52,38,45,49,49,50,46.2
