dark_dagger,暗黑匕首,19,30,30,30,39
kuva_twin_stubbas,赤毒·双子史度巴,10,10,15,20,30
pennant,尖幡,10,25,29,29,40
kuva_bramma,赤毒·布拉玛,20,25,25,28,30
stropha,诡计之刃,20,20,20,20,20
morgha,置灵者,13,15,20,50,50
catabolyst,异化者,15,15,18,19,19
hikou,飞扬,20,20,30,40,40
knell,丧钟,20,20,25,30,30
kohmak,寇恩霰机枪,5,10,10,12,40
kraken,北海巨妖,5,15,15,20,20
kunai,苦无,20,29,40,40,40
lex,雷克斯,40,50,69,70,70
marelok,玛瑞火枪,10,15,15,15,50
broken_scepter,破损珽杖,9,9,15,15,20
dual_zoren,佐伦双斧,8,10,10,11,20
ether_daggers,苍穹匕首,14,20,30,40,50
ether_reaper,苍穹死神,6,10,20,20,20
ether_sword,苍穹之剑,10,10,11,15,15
fang,狼牙,15,15,15,30,80
furax,弗拉克斯,15,40,45,50,50
karyst,凯洛斯特,15,19,25,30,40
stinger,毒刺,40,40,60,80,100
vulklok,金工火枪,20,25,30,35,49
catchmoon,捕月,10,15,15,15,19
plinx,漫射者,20,22,30,40,50
korrudo,库鲁多,9,15,19,20,35
fulmin,雷霆,29,39,39,39,40
cobra_and_crane,眼镜蛇 & 鹤,10,15,20,20,20
komorex,猛毒,15,20,20,20,25
cyanex,氰毒,15,19,45,50,50
tatsu,龙辰,20,20,30,30,30
cyngas,合成燃气炮,14,15,15,20,30
larkspur,翠雀,70,75,190,198,198
imperator,凯旋将军,22,25,30,70,100
corvas,黑鸦,65,80,200,300,300
phaedra,菲德菈,39,49,50,50,54
grattler,葛拉特勒,49,80,90,100,100
dual_decurion,什长双枪,82,99,100,130,198
attica,阿提卡,5,19,20,20,20
boltor,螺钉步枪,35,35,35,38,40
braton,布莱顿,45,48,50,60,60
corinth,科林斯,10,17,20,20,20
ferrox,铁晶磁轨炮,20,30,40,50,50
hek,海克,10,20,35,40,50
ogris,食人女魔,80,80,90,90,90
paracyst,附肢寄生者,9,15,15,15,15
supra,苏普拉,10,10,15,15,20
tenora,双簧管,10,15,18,20,20
tiberon,狂鲨,15,15,15,19,19
aklex,雷克斯双枪,10,10,15,20,20
akmagnus,麦格努斯双枪,10,10,10,15,15
aksomati,轻灵月神双枪,15,15,20,20,20
akstiletto,史提托双枪,5,10,10,15,15
akvasto,瓦斯托双枪,10,20,20,50,50
akzani,荒谬双枪,5,5,5,5,10
angstrum,安格斯壮,30,40,40,40,40
atomos,原子矿融炮,20,30,40,50,50
azima,方位角,10,10,10,15,15
bolto,螺钉手枪,10,10,10,10,10
brakk,布拉克,15,20,20,20,45
despair,绝望,15,20,30,35,50
dual_raza,锋月双斧,10,15,20,25,29
reaper_prime,收割者 Prime,18,20,20,20,20
ripkas,锐卡斯,10,20,25,50,100
dark_sword,暗黑长剑,15,15,20,20,25
kreska,直镐,20,20,20,30,60
velocitus,极速电磁步枪,88,100,120,120,160
fluctus,巨浪,29,30,30,30,60
quatz,夸兹,10,30,30,50,71
acceltra,迅发电浆炮,60,60,60,65,70
akarius,阿利乌双枪,45,45,50,50,55
tazicor,泰瑟步枪,30,30,30,30,30
cryotra,急冻喷枪,20,30,30,40,50
shedu,舍杜,39,40,50,50,50
cortege,送葬者,20,50,70,150,198
vitrica,金璃剑,20,23,25,25,35
pulmonars,感染连枷,15,30,40,50,60
bubonico,横痃重炮,20,30,30,30,30
proboscis_cernos,刺吸西诺斯,12,15,20,30,30
sporothrix,孢丝感染枪,25,30,30,30,30
arum_spinosa,疆南星刺,19,25,35,35,40
sarpa,蛇刃,15,20,35,50,60
scindo,分裂斩斧,20,20,20,30,71
scoliac,脊椎节鞭,15,24,30,30,30
sepfahn,瑟普梵,38,50,50,60,75
serro,电能斩锯,15,15,20,20,50
shaku,双节尺棍,15,15,20,20,25
sheev,希芙,5,10,10,15,20
sibear,西伯利亚冰锤,10,28,30,39,50
sigma_and_octantis,西格玛 & 南极座,20,20,20,20,20
silva_and_aegis,席瓦 & 神盾,10,19,20,20,20
skiajati,影生,20,30,30,30,30
sydon,恶龙,10,15,20,35,40
tekko,铁钩手甲,10,50,50,60,60
tipedo,提佩多,6,10,10,12,14
tonbo,蜻蛉薙,9,10,10,10,15
twin_basolk,双子巴萨克,10,10,10,29,29
amprex,安培克斯,28,30,30,35,35
burston,伯斯顿,200,200,230,238,238
buzlok,巴兹火枪,15,20,20,20,20
cernos,西诺斯,10,15,15,20,20
convectrix,导热聚焦枪,15,15,20,20,20
daikyu,大久和弓,10,14,20,20,25
dera,德拉,40,45,49,55,60
drakgoon,龙骑兵,10,15,15,20,25
dread,恐惧,45,50,50,90,100
glaxion,冷冻光束步枪,70,80,100,100,100
gorgon,蛇发女妖,20,30,30,35,40
grakata,葛拉卡达,10,10,20,20,20
grinlok,葛恩火枪,5,10,10,10,15
seer,预言者,10,10,10,15,15
zakti,毒芽,15,15,20,20,25
cyath,西亚什,5,9,10,10,10
dark_split_sword_(dual_swords),暗黑分合剑,10,15,22,30,30
krohkur,克鲁古尔,8,10,10,10,10
kronen,皇家拐刃,15,20,20,26,27
lacera,悲痛之刃,25,35,50,133,250
lesion,病变,35,50,50,60,80
venka,凯旋之爪,19,20,20,20,20
volnus,创伤,15,20,25,30,30
zenistar,天顶之星,30,30,30,30,35
deconstructor,分离,35,45,50,150,150
sweeper,扫除者,30,30,30,40,45
rattleguts,响胆,8,10,10,10,10
wolf_sledge,恶狼战锤,20,25,40,100,100
quellor,压制者,20,20,30,30,40
basmu,巴什穆,20,20,20,20,20
stahlta,钢刃步枪,40,50,50,50,55
velox,逐电,10,15,20,20,20
helstrum,赫尔斯壮,30,74,99,100,200
xoris,驱魔之刃,20,25,30,35,39
athodai,阿索代,15,15,20,20,20
sepulcrum,追击者,10,20,30,39,50
quassus,威震武扇,25,35,35,40,50
trumna,灭杀者,15,20,20,20,50
zymos,邪莫斯,14,15,30,30,49
keratinos,卡提努之爪,30,40,48,50,50
mausolon,惩戒者,140,149,185,198,198
cedo,塞多,30,39,50,75,75
verglas,冰凇,800,800,800,800,812
epitaph,葬铭,70,70,80,95,99
tenet_envoy,信条·典客,29,30,35,39,40
tenet_spirex,信条·斯派克斯,20,20,25,30,35
kompressa,卡帕压力枪,60,70,85,94,98
tenet_exec,信条·枢密,80,90,100,100,100
tenet_grigori,信条·格里高利,18,19,20,30,35
ambassador,使节,15,18,20,20,20
cadus,卡德斯,10,15,15,15,20
tenet_livia,信条·莉薇娅,15,25,30,30,30
tenet_diplos,信条·纵横双枪,20,40,40,40,40
tenet_agendus,信条·集议,18,20,20,20,29
lacerten,莱斯腾,45,50,150,395,500
akaten,阿卡腾,30,50,100,280,480
batoten,巴托腾,37,40,100
vastilok,瓦斯提枪刃,20,25,30,50,50
ghoulsaw,尸鬼电锯,18,20,25,30,30
verdilac,蝰首骨妖,15,18,40,80,150
nepheri,赤炎流星,20,45,50,65,100
rumblejack,电匕怪杰,20,40,40,80,90
korumm,雷霆暴君,14,20,20,30,50
venato,脉纹,20,29,30,40,50
nataruk,太始弓,40,45,49,50,50
hespar,暮斩,30,35,39,50,50
alternox,电幻步枪,15,20,20,20,20
aeolak,风鸣,10,20,25,40,40
phenmor,凤殁,60,78,80,100,100
laetum,奏凯,100,100,130,149,150
praedos,双雄,30,35,35,35,36
innodem,清刚,25,35,50,50,52
felarx,逐枭,40,40,50,55,60
vericres,真月武扇,5,5,15,45,49
slaytra,屠煞,8,10,15,20,20
aegrit,骇敌榴弹,10,14,15,15,20
afentis,圣英,10,10,10,30,30
sarofang,沙罗之牙,15,20,20,20,20
perigale,月面狂风,20,20,20,50,60
corufell,闪劫,18,22,29,29,35
steflos,石晶之花,5,10,15,15,17
sampotes,三宝聚,90,90,100,130,140
azothane,溶灵尊,15,20,25,25,25
syam,业珀,58,70,78,78,80
cinta,遂心,20,20,45,50,50
sun_and_moon,赤阳 & 幽月,29,30,35,45,50
edun,雷石祭,35,40,40,60,70
rauta,锐铁,28,40,45,50,60
argo_and_vel,星舟 & 帆,15,15,17,30,50
gotva_prime,骨葬 Prime,15,30,40,40,50
dorrclave,怒斩,35,40,40,40,60
ekhein,映声战锤,5,15,20,29,50
mandonel,辐光弩炮,49,50,50,69,80
grimoire,Grimoire,25,25,35,35,40
onos,赘骨,20,20,20,25,50
ruvox,古声,10,25,40,50,50
