url_name,zh_name,platinum1,platinum2,platinum3,platinum_avg
anti_grav_array,反重力阵列,33,35,39
magus_anomaly,魔导·近点,9,10,10
frost_prime_set,Frost Prime 一套,107,108,108
mantis_fuselage_blueprint,Mantis 机身 蓝图,7,8,8
aeolak_set,风鸣 一套,100,110,120
nekros_prime_chassis_blueprint,Nekros Prime 机体 蓝图,8,10,10
electro_pulse,电光脉冲
nyx_prime_chassis_blueprint,Nyx Prime 机体 蓝图,9,9,10
prisma_lenz,棱晶·楞次弓,99,100,100
orthos_prime_set,欧特鲁斯 Prime 一套,9,9,10
prisma_twin_gremlins,棱晶·双子小精灵,75,80,85
pathocyst_blade,病囊飞刃 刀刃,10,49
venka_prime_set,凯旋之爪 Prime 一套,100,100,105
primary_blight,主要·毒侵,8,9,9
wyrm_prime_set,蛟龙 Prime 一套,98,100,100
rathbone_handle,拉斯波恩 握柄,8,9,12
arcane_thrak_helmet,震击 秘奥头盔,50,99,140
red_veil_augment_mod,血色面纱强化Mod,7,10,10
nautilus_prime,鹦鹉螺 Prime 一套,80,90,90
scattering_inferno,炼狱轰击,9,10,10
prisma_gorgon,棱晶·蛇发女妖,90,100,100
steel_meridian_augment_mod,钢铁防线强化Mod,10,10,10
arcane_menticide_helmet,灭神 秘奥头盔,100,190
stockpiled_blight,积存毁坏,8,8,8
sunika_kubrow_imprint,猎杀型库狛 基因印记,9,10,10
hydroid_prime_set,Hydroid Prime 一套,100,109,110
prisma_obex,棱晶·奥比克斯,80,90,90
synth_fiber,合成 纤维,10,10,10
prisma_veritux,棱晶·真理巨剑,95,95,99
targeting_subsystem,定位辅助,8,10,10
tekko_prime_gauntlet,铁钩手甲 Prime 拳套,8,10,10
sevagoth_prime,Sevagoth Prime 一套,80,90,90
tiberon_prime_barrel,狂鲨 Prime 枪管,9,10,10
fluctus_set,巨浪 一套,30,30,35
velocitus_receiver,极速电磁步枪 枪机,9,9,9
nekros_prime_set,Nekros Prime 一套,99,99,100
velocitus_stock,极速电磁步枪 枪托,9,9,10
vapor_trail,雾化尾迹,30,140,180
vigilante_offense,私法 进攻,8,8,9
nova_prime_set,Nova Prime 一套,100,100,100
volt_prime_systems_blueprint,Volt Prime 系统 蓝图,15,15,15
soma_prime_set,月神 Prime 一套,93,99,100
zhuge_prime_receiver,诸葛连弩 Prime 枪机,8,9,10
zodiac_shred,黄道碎裂,5,6,7
nikana_prime_set,侍刃 Prime 一套,92,95,95
cetus_scene,希图斯场景,100,199,200
aksomati_prime_barrel,轻灵月神双枪 Prime 枪管,9,9,10
latron_wraith_set,拉特昂·亡魂 一套,80,125,150
arcane_barrier,赋能·壁垒,8,12,13
ballistica_prime_string,布里斯提卡 Prime 弓弦,8,9,10
loki_prime_set,Loki Prime 一套,99,99,100
battle_stations,战位,9,9,10
primed_pistol_ammo_mutation,手枪弹药转换 Prime,120,150,200
body_count,杀伤计数,6,12,19
searing_steel,炽燃钢铁,35,35,39
coaction_drift,协力窜升,9,9,10
suda_armor_set,Suda Armor Set,50
entropy_detonation,熵数起爆,7,8,8
kronen_prime_set,皇家拐刃 Prime 一套,90,90,99
garmr_core_blueprint,加姆核心 蓝图,10,10,19
primed_rifle_ammo_mutation,步枪弹药转换 Prime,80,93,100
spectra_vandal_set,光谱切割器·破坏者 一套,90,100,100
grendel_prime_blueprint,Grendel Prime 蓝图,10,11,12
nautilus_set,鹦鹉螺 一套,80,85
saryn_prime_set,Saryn Prime 一套,94,95,95
helios_prime_systems,赫利俄斯 Prime 系统,10,10,10
vulkar_wraith,金工火神·亡魂,90,90,90
hydroid_prime_chassis_blueprint,Hydroid Prime 机体 蓝图,5,9,9
prisma_grinlok,棱晶·葛恩火枪,70,75,88
lohk_canticle,Lohk 颂歌,7,8,9
vectis_prime_set,守望者 Prime 一套,90,90,90
longbow_sharpshot,弓箭·利矢,9,10,10
meticulous_aim,细心瞄准,15,30,100
melee_elementalist,近战元素师,9,9,10
akjagara_prime_set,觉醒双枪 Prime 一套,85,90,95
mirage_prime_chassis_blueprint,Mirage Prime 机体 蓝图,8,8,9
glaive_prime_set,战刃 Prime 一套,90,90,90
necramech_seismic_wave,殁世机甲 震波,6,10,10
okina_prime_blueprint,翁 Prime 蓝图,10,10,10
photon_overcharge,光子过载,60,80,83
phenmor_blueprint,凤殁 蓝图,8,8,9
glaxion_vandal,冷冻光束步枪·破坏者,75,90,90
pilfering_strangledome,贪夺穹顶,9,9,10
tekko_prime_set,铁钩手甲 Prime 一套,89,89,89
raiju_core_blueprint,莱胡核心 蓝图,10
volt_prime_set,Volt Prime 一套,90,92,94
ris_invocation,Ris 神祈,8,10,10
bonewidow_set,骨骸寡妇 一套,75,95,100
scindo_prime_handle,分裂斩斧 Prime 握柄,6,8,10
total_eclipse,全蚀,10,10,10
gotva_prime,骨葬 Prime,90,90,90
virtuos_ghost,正直·鬼魅,8,10,39
virtuos_surge,正直·突波,8,8,10
ember_prime_set,Ember Prime 一套,80,85,85
prova_vandal,普罗沃·破坏者,89,90,100
volt_prime_chassis_blueprint,Volt Prime 机体 蓝图,9,9,10
vulcan_blitz,火神闪击,4,5,9
ash_prime_set,Ash Prime 一套,94,95,95
zubb_bracket_blueprint,乍布脚架 蓝图,10,15,15
acceltra_prime_barrel,迅发电浆炮 Prime 枪管,9,9,10
aksomati_prime_set,轻灵月神双枪 Prime 一套,80,90,95
opticor_vandal,奥堤克光子枪·破坏者,79,80,83
akbronco_prime_set,野马双枪 Prime 一套,6,8,10
cortege_stock,送葬者 枪托,60
ankyros_prime_gauntlet,甲龙双拳 Prime 拳套,8,10,10
oberon_prime_set,Oberon Prime 一套,85,85,88
arcane_precision,赋能·精确,8,8,9
primed_bane_of_infested,灭亡 Infested Prime,99,100,100
deadly_maneuvers,致命机动,10,10,10
primed_expel_corrupted,驱逐 Orokin Prime,100,100,100
despoil,掠夺,7,8,8
tainted_hydra,污染水螅
critical_precision,致命精准,13,15,20
dual_kamas_prime_handle,双短柄战镰 Prime 握柄,10,10,12
prisma_grakata,棱晶·葛拉卡达,50,50,50
exposing_harpoon,暴露鱼叉,10,10,12
fluctus_stock,巨浪 枪托,10,10,10
chamber_of_the_lotus_scene,Lotus 大厅场景,60,99,250
gara_prime_chassis_blueprint,Gara Prime 机体 蓝图,9,10,10
hammer_shot,重锤射击,90,90,90
mecha_empowered,机甲 强化,10,15,15
nyx_prime_set,Nyx Prime 一套,80,85,85
medi_ray,医疗射线,10,10,14
centaur_set,半人马 一套,70,79,200
natural_talent,天赋,8,10,10
primed_bane_of_grineer,灭亡 Grineer Prime,80,85,90
necramech_hydraulics,殁世机甲 液压,5,5,5
primed_expel_grineer,驱逐 Grineer Prime,90,90,90
netra_invocation,Netra 神祈,10,10,10
akbolto_prime_set,螺钉双枪 Prime 一套,85,87,87
nyx_prime_systems_blueprint,Nyx Prime 系统 蓝图,9,9,10
carmine_penta_set,嫣红·潘塔 一套,80,90,110
phaedra_barrel,菲德菈 枪管,10,10,12
halikar_wraith,哈利卡·亡魂,80,90,95
quick_reload,快速装填,9,9,10
rubico_prime_stock,绝路 Prime 枪托,7,7,9
mirage_prime_set,Mirage Prime 一套,80,80,80
scimitar_fuselage_blueprint,Scimitar 机身 蓝图,7,8,10
ambush,幽灵伏击,60,60,60
shade_prime_carapace,阴影 Prime 外壳,9,10,10
primed_cryo_rounds,低温弹头 Prime,20,28,28
shedu_handle,舍杜 握柄,8,9,9
kogake_prime_set,科加基 Prime 一套,90,95,95
shedu_receiver,舍杜 枪机,10,10,10
nidus_prime_set,Nidus Prime 一套,80,80,80
shredder,粉碎器,3,10,25
akvasto_prime_set,瓦斯托双枪 Prime 一套,80,80,80
tigris_prime_receiver,猛虎 Prime 枪机,9,9,10
carrier_prime_set,搬运者 Prime 一套,70,80,80
titania_prime_chassis_blueprint,Titania Prime 机体 蓝图,8,9,9
untraceable,无迹可寻,9,9,9
sudas_datascape_scene,苏达数据景观场景,50,85,99
venom_dose,猛毒附加,8,10,10
iatric_mycelium,医疗菌丝,18,40
akstiletto_prime_link,史提托双枪 Prime 连接器,10,10,10
hexis_armor_set,Hexis Armor Set,49,50,50
saxum_spittle,重岩者 唾液,80,90,95
baruuk_prime_blueprint,Baruuk Prime 蓝图,8,8,10
acidic_spittle,浓酸唾液,12,15,30
condition_overload,异况超量,7,8,8
plains_of_eidolon_scene,夜灵平野场景,70,199
destreza_prime_handle,技巧之剑 Prime 握柄,4,5,6
prisma_angstrum,棱晶·安格斯壮,80,80,80
enduring_strike,不朽打击,8,15,15
entropy_flight,飞逝熵数,8,10,10
prisma_machete,棱晶·马谢特砍刀,35,35,35
fang_prime_set,狼牙 Prime 一套,7,8,9
wukong_prime_set,Wukong Prime 一套,85,89,90
prisma_burst_laser,棱晶 激光点发
frost_jaw,冰冻双颚,6,8,8
athodai_set,阿索代 一套,75,80,90
gunsen_prime_blade,军扇 Prime 刀刃,6,7,9
limbo_prime_set,Limbo Prime 一套,75,80,80
hunter_munitions,猎人 战备,9,9,9
loki_prime_blueprint,Loki Prime 蓝图,9,9,10
titania_prime_set,Titania Prime 一套,68,75,76
nyx_prime_blueprint,Nyx Prime 蓝图,5,9,9
primed_cleanse_infested,净化 Infested Prime,49,60,60
opportunitys_reach,机遇所至,8,8,8
zephyr_prime_set,Zephyr Prime 一套,80,80,80
praedos_blueprint,双雄 蓝图,10,11,12
boar_prime_stock,野猪 Prime 枪托,80,85,90
combo_killer,连击杀手,40,40,65
ready_steel,磨砺锋刃,9,9,9
dera_vandal_set,德拉·破坏者 一套,70,75,80
rubico_prime_barrel,绝路 Prime 枪管,6,7,8
epitaph_prime,葬铭 Prime 一套,56,66,68
seeking_shuriken,削甲手里剑,8,8,8
prisma_skana,棱晶·空刃,70,70,75
stalking_fan,缠旋风切,7,8,8
quanta_vandal,量子切割器·破坏者,50,70,70
titania_prime_blueprint,Titania Prime 蓝图,8,8,8
primed_sniper_ammo_mutation,狙击枪弹药转换 Prime,70,70,80
true_punishment,真实惩罚,5,6,8
companion_weapon_riven_mod_(veiled),同伴武器裂罅 Mod (尚未揭开),55,56,59
wukong_prime_chassis_blueprint,Wukong Prime 机体 蓝图,9,10,10
prisma_shade,棱晶 阴影,155,300
zylok_prime_blueprint,席尔火枪 Prime 蓝图,8,8,9
akjagara_prime_receiver,觉醒双枪 Prime 枪机,7,8,9
aklex_prime_set,雷克斯双枪 Prime 一套,70,70,70
astral_twilight,星界微光,8,9,9
juice,能量果汁,20,30,40
cernos_prime_upper_limb,西诺斯 Prime 上弓臂,5,7,7
morgha_barrel,置灵者 枪管,50,79,80
conditions_perfection,极致境地,8,8,9
primed_regen,重生 Prime,28,29,30
corrupt_charge,邪恶蓄力,10,10,10
strun_wraith_set,斯特朗·亡魂 一套,60,60,70
corufell_receiver,闪劫 枪机,9,12,15
supra_vandal,苏普拉·破坏者,70,79,79
fleeting_expertise,弹指瞬技,9,9,10
garuda_prime_set,Garuda Prime 一套,75,75,75
harkonar_scope,哈库那瞄准镜,7,10,70
hyperion_thrusters,超越推进,6,6,8
dethcube_prime_set,死亡魔方 Prime 一套,70,74,75
hydraulic_gauge,液压弹药,40,50
immolated_radiance,献祭之辉,9,10,10
orbiter_scene,轨道飞行器场景,83,89,90
imperator_vandal_blueprint,凯旋将军·破坏者 蓝图,5,7,9
primed_fulmination,猛烈爆发 Prime,77,80,80
innodem_blueprint,清刚 蓝图,10,15,15
primed_redirection,蓄能重划 Prime,64,65,69
limbo_prime_systems_blueprint,Limbo Prime 系统 蓝图,5,5,5
zylok,席尔火枪,50,80,80
narrow_minded,心志偏狭,9,9,10
baza_prime_set,苍鹰 Prime 一套,70,75,80
necramech_efficiency,殁世机甲 增效,7,7,10
corinth_prime_set,科林斯 Prime 一套,80,85,87
necramech_streamline,殁世机甲 简化,9,9,10
primed_smite_corpus,毁灭 Corpus Prime,69,70,70
nikana_prime_blueprint,侍刃 Prime 蓝图,9,9,10
disciplines_merit,纪律之功,54,55,55
nova_prime_blueprint,Nova Prime 蓝图,8,10,10
oberon_prime_chassis_blueprint,Oberon Prime 机体 蓝图,9,10,10
helios_prime_set,赫利俄斯 Prime 一套,65,65,65
fulmination,猛烈爆发,30,35,50
paris_prime_set,帕里斯 Prime 一套,8,10,10
khora_prime_set,Khora Prime 一套,68,70,70
pax_seeker,和平·追寻者,6,9,10
recharge_barrier,充能电幕,15,15,45
arum_spinosa_rivet,疆南星刺 铆钉,80,80
rending_crane,撕裂鹤击,7,10,10
cinta_set,遂心 一套,70,73,80
scimitar_avionics_blueprint,Scimitar 飞航系统 蓝图,8,9,10
jugulus_spines,喉骨刃者 脊刺,69,70,100
steflos_receiver,石晶之花 枪机,10,10,13
corinth_prime_barrel,科林斯 Prime 枪管,50,50,55
votive_onslaught,埋首猛击,5,6,7
prisma_ohma,棱晶·欧玛,64,65,65
wanz_stabilizer_blueprint,万兹稳定器 蓝图,10,10,10
vericres,真月武扇,60,70,75
zhuge_prime_string,诸葛连弩 Prime 弓弦,8,9,10
ballistica_prime_set,布里斯提卡 Prime 一套,70,75,75
voidrig_set,虚空锐将 一套,68,70,70
corufell_handle,闪劫 握柄,10,10
banshee_prime_set,Banshee Prime 一套,59,69,69
crimson_dervish,赤红狂舞,7,8,8
primed_target_cracker,弱点专精 Prime,60,64,65
dakra_prime_handle,达克拉 Prime 握柄,8,9,10
tipedo_prime_set,提佩多 Prime 一套,65,68,70
guandao_prime_blade,关刀 Prime 刀刃,8,9,9
machete_wraith,马谢特砍刀·亡魂,60,70,70
high_noon,正午,8,8,8
laetum_blueprint,奏凯 蓝图,5,7,9
viper_wraith,蝰蛇·亡魂,60,75,75
bo_prime_set,玻之武杖 Prime 一套,70,75,75
magus_repair,魔导·修复,8,8,9
mesa_prime_set,Mesa Prime 一套,60,66,67
nami_skyla_prime_handle,海波斯库拉对剑 Prime 握柄,10,10,10
octavia_prime_set,Octavia Prime 一套,70,74,75
octavia_prime_systems_blueprint,Octavia Prime 系统 蓝图,9,10,10
pax_bolt,和平·电闪,10,12,15
nezha_prime_set,Nezha Prime 一套,69,69,70
quick_return,快速收回,3,4,25
prisma_tetra,棱晶·特拉,60,75,75
steflos_stock,石晶之花 枪托,10,10
tenora_prime_stock,双簧管 Prime 枪托,7,9,10
valkyr_prime_set,Valkyr Prime 一套,69,70,70
trample,践踏,9,9,10
primed_pack_leader,领袖 Prime,60,65,67
adarza_kavat_imprint,镜像型库娃 基因印记,7,8,8
high_voltage,高压电流,60,60,64
orb_vallis_scene,奥布山谷场景,35,250
agkuza_handle,驯象钩刃 握柄,8,9,12
twin_vipers_wraith_set,双子蝰蛇·亡魂 一套,60,80,80
boltor_prime_barrel,螺钉步枪 Prime 枪管,10,10,10
cernos_prime_set,西诺斯 Prime 一套,55,60,64
bronco_prime_set,野马 Prime 一套,8,8,9
looter,搜刮者,45,45,55
carrier_prime_blueprint,搬运者 Prime 蓝图,6,8,10
atlas_prime_set,Atlas Prime 一套,62,63,64
cobra_and_crane_prime_guard,眼镜蛇 & 鹤 Prime 护手,7,9,9
gara_prime_set,Gara Prime 一套,60,65,65
deadly_efficiency,致命效率,7,7,9
lato_vandal_blueprint,拉托·破坏者 蓝图,59,60,60
ember_prime_chassis_blueprint,Ember Prime 机体 蓝图,8,8,8
primed_fast_hands,爆发装填 Prime,59,59,60
focused_defense,重点防御,5,6,8
arc_coil,电弧线圈,25,37
gauss_prime_blueprint,Gauss Prime 蓝图,4,5,5
primed_cleanse_grineer,净化 Grineer Prime,60,60,65
hespar_handle_blueprint,暮斩 握柄 蓝图,4,6,8
primed_magazine_warp,弹匣增幅 Prime,27,27,30
jugulus_barbs,喉骨刃者 倒刺,6,7,8
trinity_prime_set,Trinity Prime 一套,58,65,69
magus_lockdown,魔导·封锁,7,7,8
akmagnus_prime,麦格努斯双枪 Prime 一套,60,69,69
magus_melt,魔导·热熔,7,8,8
frost_prime_blueprint,Frost Prime 蓝图,55,55,59
masseter_prime_blade,咀嚼金棒 Prime 刀刃,8,10,10
meridian_armor_set,Meridian Armor Set,50,50,100
mecha_recharge,机甲 充能,5,7,7
primed_heated_charge,火焰装填 Prime,59,60,60
nami_skyla_prime_blueprint,海波斯库拉对剑 Prime 蓝图,6,8,10
neutralize,啃咬压制,4,5,5
primed_pistol_gambit,手枪精通 Prime,60,60,60
niras_hatred,混沌蛇主之恨,6,7,7
primed_rubedo_lined_barrel,红晶枪管 Prime,29,30,30
reawaken,再启动,59,59,60
rifle_elementalist,步枪元素师,4,5,8
secondary_shiver,次要·冷颤,7,7,7
rubico_prime_set,绝路 Prime 一套,50,50,55
gamma_beacon,Gamma 信标,66,1200
sevagoth_prime_neuroptics_blueprint,Sevagoth Prime 头部神经光元 蓝图,8,8,9
karak_wraith_set,卡拉克·亡魂 一套,60,69,70
shotgun_amp,霰弹枪增幅,8,8,8
nova_prime_chassis_blueprint,Nova Prime 机体 蓝图,55,55,59
swift_mercy,迅捷怜悯,10,10,15
primed_ammo_stock,霰弹扩充 Prime,59,65,68
swooping_falcon,猎鹰俯击,6,7,9
primed_smite_grineer,毁灭 Grineer Prime,60,65,65
trinity_prime_neuroptics_blueprint,Trinity Prime 头部神经光元 蓝图,10,14,14
primed_tactical_pump,战术上膛 Prime,59,60,60
vile_acceleration,卑劣加速,7,8,8
scourge_prime_set,祸根 Prime 一套,55,59,59
voltaic_strike,伏打电能,53,59,59
arcane_guardian,赋能·保卫者,5,5,5
battle_forge,战斗锻造,5,15,45
red_veil_armor_set,Red Veil Armor Set,50,67,100
ivara_prime_set,Ivara Prime 一套,59,60,62
epitaph_barrel,葬铭 枪管,5,5,6
fomorian_accelerant,巨人促进剂,8,9,13
prisma_dual_decurions,棱晶·什长双枪,50,55,75
frost_prime_neuroptics_blueprint,Frost Prime 头部神经光元 蓝图,8,9,10
protea_prime_set,Protea Prime 一套,60,60,60
hit_and_run,脚底抹油,5,20
tenora_prime_set,双簧管 Prime 一套,55,55,55
kavasa_prime_kubrow_collar_blueprint,喀婆萨 Prime 库狛项圈 蓝图,5,6,7
astral_autopsy,星界剖解,55,79,80
live_wire,火线电击,5,6,9
magus_cadence,魔导·韵律,10,66,70
primed_convulsion,痉挛 Prime,60,60,60
magus_replenish,魔导·充盈,3,5,45
split_flights,分裂飞行,60,60,70
mesa_prime_blueprint,Mesa Prime 蓝图,6,7,8
wolf_sledge_set,恶狼战锤 一套,59,60,65
necramech_deflection,殁世机甲 充能,8,9,10
cyngas_set,合成燃气炮 一套,60,60,200
niras_contempt,混沌蛇主之鄙,7,8,9
primed_firestorm,烈焰风暴 Prime,59,60,60
nova_prime_neuroptics_blueprint,Nova Prime 头部神经光元 蓝图,8,10,10
detect_vulnerability,弱点侦测,60,60,60
runtime,溜之大吉,8,9,9
energy_generator,能量产生器,55,55,60
shrapnel_shot,破片射击,6,7,7
stahlta_receiver,钢刃步枪 枪机,10,10
inaros_prime_set,Inaros Prime 一套,56,59,59
steflos_barrel,石晶之花 枪管,8,9,9
equinox_prime_set,Equinox Prime 一套,50,64,65
stradavar_prime_stock,斯特拉迪瓦 Prime 枪托,8,9,10
ninkondi_prime_set,降灵追猎者 Prime 一套,59,59,60
tether,束缚力场,8,8,9
sybaris_prime_set,席芭莉丝 Prime 一套,54,55,65
velocitus_set,极速电磁步枪 一套,35,45,80
titania_prime_neuroptics_blueprint,Titania Prime 头部神经光元 蓝图,5,7,7
valkyr_prime_neuroptics_blueprint,Valkyr Prime 头部神经光元 蓝图,5,7,7
primed_bane_of_corrupted,灭亡 Orokin Prime,30,50,53
aerial_prospectus,空中招股,5,5,9
bite,咬碎,65,65,65
astral_slash,星体切砍,5,8,8
volatile_variant,易爆变体,60,65,70
ballistica_prime_upper_limb,布里斯提卡 Prime 上弓臂,5,5,8
basin_cay_scene,盆地岛场景,40,40
cernos_prime_string,西诺斯 Prime 弓弦,7,7,8
chilling_globe,冰封护罩,8,8,9
jolt,电流震击,54,55,57
primed_chilling_grasp,急冻控场 Prime,50,58,60
comet_blast,彗星爆发,6,7,7
covert_lethality,致命匿杀,4,5,5
primed_continuity,持久力 Prime,50,50,55
primed_expel_infested,驱逐 Infested Prime,70,70,70
heavy_caliber,重口径,5,6,6
primed_shotgun_ammo_mutation,霰弹枪弹药转换 Prime,55,60,69
howl,嚎声,4,5,7
hydraulic_crosshairs,液压准心,5,5,5
chroma_prime_set,Chroma Prime 一套,59,59,59
primed_expel_corpus,驱逐 Corpus Prime,59,59,60
ivara_prime_blueprint,Ivara Prime 蓝图,8,8,8
malicious_code,恶毒指令,10,10,10
nikana_prime_hilt,侍刃 Prime 握柄,55,55,58
necramech_enemy_sense,殁世机甲 敌人感应,8,8,20
necramech_friction,殁世机甲 摩擦,5,5,5
dual_kamas_prime_blade,双短柄战镰 Prime 刀刃,50,50,50
oberon_prime_blueprint,Oberon Prime 蓝图,5,6,7
negate,抵消,49,50,52
piercing_step,穿刺步伐,4,5,5
primed_animal_instinct,动物本能 Prime,50,50,55
pyrana_prime_barrel,食人鱼 Prime 枪管,5,6,7
semi_rifle_cannonade,半自动步枪炮轰,5,7,7
primed_dual_rounds,双重弹头 Prime,50,53,53
sybaris_prime_stock,席芭莉丝 Prime 枪托,6,9,10
rhino_prime_set,Rhino Prime 一套,50,55,59
vicious_frost,蚀骨寒霜,5,8,8
turret_velocity,炮台速度,60,60,79
zephyr_prime_chassis_blueprint,Zephyr Prime 机体 蓝图,5,5,7
energy_conversion,能量转换,45,50,50
garuda_prime_systems_blueprint,Garuda Prime 系统 蓝图,49,50,50
arcane_blade_charger,赋能·刀刃充能,4,6,8
hikou_prime_set,飞扬 Prime 一套,50,50,50
arcane_double_back,赋能·回返,4,4,5
arcane_ice,赋能·冰冷,2,2,2
primed_smite_infested,毁灭 Infested Prime,45,48,56
combat_discipline,战斗教条,5,7,8
akarius_prime_set,阿利乌双枪 Prime 一套,53,55,55
combustion_rounds,燃烧弹头,6,7,8
cordon,防线封锁,30,40,50
dual_decurion_set,什长双枪 一套,80,200
corvas_prime_receiver,黑鸦 Prime 枪机,5,6,10
empowered_blades,强化刀锋,50,50,50
dakra_prime_blueprint,达克拉 Prime 蓝图,7,8,8
eidolon_lens_blueprint,夜灵晶体 蓝图,8,9,10
health_conversion,生命转换,60,69,70
hikou_prime_stars,飞扬 Prime 星镖,8,10,14
