url_name,zh_name,platinum1,platinum2,platinum3,platinum4,platinum5,platinum_avg
rubico,绝路,40,40,40,40,48,41.6
simulor,重力奇点拟成枪,20,30,40,45,50,37.0
snipetron,狙击特昂,10,13,15,15,20,14.6
sobek,鳄神,25,30,30,30,40,31.0
stradavar,斯特拉迪瓦,1,10,10,15,15,10.2
strun,斯特朗,95,98,100,100,100,98.6
sybaris,席芭莉丝,70,70,70,90,100,80.0
tetra,特拉,20,35,39,39,50,36.6
gammacor,咖玛腕甲枪,25,28,35,35,45,33.6
nukor,努寇微波枪,40,40,45,45,50,44.0
pandero,手鼓,10,10,10,12,15,11.4
pox,脓痘,10,15,15,15,15,14.0
pyrana,食人鱼,18,20,30,30,35,26.6
sicarus,暗杀者,50,60,60,65,69,60.8
spira,旋刃飞刀,6,10,10,18,19,12.6
dehtat,德塔特,10,20,20,20,25,19.0
destreza,技巧之剑,15,18,20,35,40,25.6
dex_dakra,Dex 达克拉双剑,10,10,15,20,20,15.0
dokrahm,多克拉姆,20,41,50,50,75,47.2
dragon_nikana,龙之侍刃,15,20,20,20,25,20.0
dual_cleavers,斩肉双刀,5,15,15,20,40,19.0
dual_ether,苍穹双剑,20,25,35,50,60,38.0
dual_heat_swords,烈焰双剑,10,10,10,10,35,15.0
dual_ichor,恶脓双斧,130,130,130,130,130,130.0
dual_keres,凯瑞斯双刀,19,20,30,30,30,25.8
kama,短柄战镰,10,15,20,25,30,20.0
kogake,科加基,10,10,10,10,20,12.0
multron,多连穿甲枪,20,29,30,30,30,27.8
vulcax,金工火舌,30,30,30,30,35,31.0
masseter,咀嚼金棒,13,13,15,15,24,16.0
pathocyst,病囊飞刃,20,20,31,35,40,29.2
kuva_chakkhurr,赤毒·邪眼,10,20,25,30,30,23.0
lecta,勒克塔,25,35,40,50,75,45.0
machete,马谢特砍刀,15,20,20,30,50,27.0
magistar,执法者,479,499,500,500,520,499.6
mewan,密丸,4,5,20,20,20,13.8
mios,牡狮神,5,10,12,14,15,11.2
rabvee,拉比威,50,60,60,70,80,64.0
war,战争之剑,25,30,30,35,40,32.0
artax,阿塔克斯,35,39,40,40,44,39.6
burst_laser,激光点发,1,14,24,30,30,19.8
deth_machine_rifle,死亡机枪,25,29,40,42,50,37.2
laser_rifle,激光步枪,30,50,50,74,75,55.8
astilla,碎裂者,5,10,10,14,20,11.8
baza,苍鹰,20,20,49,50,50,37.8
boar,野猪,80,88,88,90,90,87.2
flux_rifle,通量步枪,10,10,20,20,20,16.0
cronus,克洛诺斯,10,10,10,25,30,17.0
endura,三叶坚韧,15,15,20,20,50,24.0
glaive,战刃,279,279,280,290,299,285.4
heat_sword,烈焰长剑,10,10,15,20,20,15.0
jat_kusar,喷射锁镰,10,15,15,19,40,19.8
nami_skyla,海波斯库拉对剑,13,15,15,20,20,16.6
nami_solo,海波单剑,40,50,50,50,50,48.0
nikana,侍刃,70,70,80,80,80,76.0
ninkondi,降灵追猎者,15,20,20,20,45,24.0
obex,奥比克斯,5,8,15,20,50,19.6
ohma,欧玛,20,30,30,30,30,28.0
okina,翁,68,70,70,75,80,72.6
ooltha,乌尔萨,5,10,10,10,15,10.0
orthos,欧特鲁斯,18,20,45,50,70,40.6
orvius,灵枢,10,10,14,20,20,14.8
pangolin_sword,鲮鲤剑,15,15,20,25,30,21.0
plague_keewar,瘟疫 奇沃,10,15,15,25,30,19.0
plague_kripath,瘟疫 克里帕丝,15,15,20,20,30,20.0
plasma_sword,等离子长剑,10,20,25,40,50,29.0
prova,普罗沃,9,10,10,10,10,9.8
redeemer,救赎者,25,25,33,35,38,31.2
skana,空刃,60,60,69,80,84,70.6
harpak,哈帕克,5,6,10,10,10,8.2
hema,血肢,15,20,20,20,20,19.0
hind,雌鹿,15,15,15,15,15,15.0
ignis,伊格尼斯,20,30,30,30,35,29.0
javlok,燃焰标枪,6,9,9,10,10,8.8
karak,卡拉克,19,20,20,22,25,21.2
kohm,寇恩热能枪,10,15,20,20,30,19.0
lanka,兰卡,10,10,15,15,15,13.0
paris,帕里斯,30,30,30,30,30,30.0
quartakk,夸塔克,15,25,30,30,35,27.0
scourge,祸根,12,15,20,20,20,17.4
spectra,光谱切割器,9,10,10,20,23,14.4
staticor,静电能量导引枪,5,40,50,50,65,42.0
stubba,史度巴,5,10,13,20,39,17.4
stug,史特克,30,50,80,100,200,92.0
talons,鹰爪,10,10,15,15,20,14.0
twin_grakatas,双子葛拉卡达,35,44,60,80,100,63.8
twin_gremlins,双子小精灵,10,20,20,20,25,19.0
twin_kohmak,双子寇恩霰机枪,10,19,20,20,24,18.6
twin_rogga,双子罗格,8,10,15,15,15,12.6
twin_vipers,双子蝰蛇,10,10,10,10,10,10.0
tysis,啐沫者,10,10,15,20,20,15.0
vasto,瓦斯托,26,30,30,35,40,32.2
viper,蝰蛇,5,8,10,15,35,14.6
zylok,席尔火枪,25,25,29,30,30,27.8
dakra_prime,达克拉 Prime,15,20,25,25,25,22.0
dark_dagger,暗黑匕首,45,50,50,70,79,58.8
kuva_twin_stubbas,赤毒·双子史度巴,10,20,20,20,20,18.0
pennant,尖幡,20,25,25,30,30,26.0
kuva_bramma,赤毒·布拉玛,20,20,30,30,30,26.0
stropha,诡计之刃,15,20,20,25,39,23.8
morgha,置灵者,25,25,25,30,50,31.0
catabolyst,异化者,15,18,19,19,20,18.2
hikou,飞扬,10,20,20,20,20,18.0
knell,丧钟,15,15,15,15,20,16.0
kohmak,寇恩霰机枪,5,10,10,10,10,9.0
kraken,北海巨妖,10,15,15,15,15,14.0
kunai,苦无,20,24,25,25,27,24.2
lex,雷克斯,50,50,50,55,70,55.0
marelok,玛瑞火枪,10,10,10,20,25,15.0
broken_scepter,破损珽杖,15,20,20,20,20,19.0
dual_zoren,佐伦双斧,8,8,13,14,15,11.6
ether_daggers,苍穹匕首,14,15,30,35,50,28.8
ether_reaper,苍穹死神,6,10,19,20,20,15.0
ether_sword,苍穹之剑,13,15,15,20,39,20.4
fang,狼牙,10,15,20,20,24,17.8
furax,弗拉克斯,80,99,100,100,150,105.8
karyst,凯洛斯特,20,20,25,30,40,27.0
stinger,毒刺,19,29,30,35,40,30.6
vulklok,金工火枪,20,20,30,30,35,27.0
catchmoon,捕月,7,9,10,10,20,11.2
plinx,漫射者,20,20,20,25,30,23.0
korrudo,库鲁多,10,15,19,40,40,24.8
fulmin,雷霆,25,25,38,39,40,33.4
cobra_and_crane,眼镜蛇 & 鹤,10,20,20,25,25,20.0
komorex,猛毒,19,20,20,20,20,19.8
cyanex,氰毒,10,15,15,15,19,14.8
tatsu,龙辰,15,20,29,30,40,26.8
cyngas,合成燃气炮,11,20,20,20,20,18.2
larkspur,翠雀,30,50,50,50,65,49.0
imperator,凯旋将军,30,30,40,50,70,44.0
corvas,黑鸦,70,85,110,300,350,183.0
phaedra,菲德菈,20,30,40,50,50,38.0
grattler,葛拉特勒,80,90,100,100,140,102.0
dual_decurion,什长双枪,75,80,80,100,100,87.0
attica,阿提卡,10,15,15,15,20,15.0
boltor,螺钉步枪,35,39,40,40,40,38.8
braton,布莱顿,38,38,39,39,43,39.4
corinth,科林斯,9,9,10,10,14,10.4
ferrox,铁晶磁轨炮,7,13,14,15,20,13.8
hek,海克,22,25,30,30,30,27.4
ogris,食人女魔,70,80,90,99,100,87.8
paracyst,附肢寄生者,9,10,15,15,15,12.8
supra,苏普拉,10,10,15,20,20,15.0
tenora,双簧管,10,15,15,30,40,22.0
tiberon,狂鲨,20,30,35,50,50,37.0
aklex,雷克斯双枪,10,10,15,15,15,13.0
akmagnus,麦格努斯双枪,10,10,15,15,15,13.0
aksomati,轻灵月神双枪,10,13,15,15,20,14.6
akstiletto,史提托双枪,8,15,15,15,20,14.6
akvasto,瓦斯托双枪,10,10,20,25,45,22.0
akzani,荒谬双枪,10,10,10,15,20,13.0
angstrum,安格斯壮,26,30,35,35,38,32.8
atomos,原子矿融炮,20,25,25,30,30,26.0
azima,方位角,10,10,15,20,20,15.0
bolto,螺钉手枪,4,5,9,10,10,7.6
brakk,布拉克,10,20,20,20,20,18.0
despair,绝望,23,25,30,30,45,30.6
dual_raza,锋月双斧,10,10,15,15,29,15.8
reaper_prime,收割者 Prime,20,20,20,28,29,23.4
ripkas,锐卡斯,25,40,125,175,190,111.0
dark_sword,暗黑长剑,10,15,20,25,40,22.0
kreska,直镐,14,25,30,30,75,34.8
velocitus,极速电磁步枪,80,80,88,88,95,86.2
fluctus,巨浪,25,40,40,60,70,47.0
quatz,夸兹,15,15,25,30,95,36.0
acceltra,迅发电浆炮,48,49,50,50,55,50.4
akarius,阿利乌双枪,25,29,30,40,45,33.8
tazicor,泰瑟步枪,30,30,30,30,50,34.0
cryotra,急冻喷枪,17,20,25,29,30,24.2
shedu,舍杜,40,40,45,50,50,45.0
cortege,送葬者,18,20,20,20,30,21.6
vitrica,金璃剑,15,15,19,20,20,17.8
pulmonars,感染连枷,14,15,20,25,25,19.8
bubonico,横痃重炮,25,35,40,40,45,37.0
proboscis_cernos,刺吸西诺斯,20,20,25,25,35,25.0
sporothrix,孢丝感染枪,30,35,40,50,50,41.0
arum_spinosa,疆南星刺,15,25,35,40,50,33.0
sarpa,蛇刃,10,15,20,20,20,17.0
scindo,分裂斩斧,15,20,20,40,50,29.0
scoliac,脊椎节鞭,10,13,13,29,30,19.0
sepfahn,瑟普梵,10,20,40,49,50,33.8
serro,电能斩锯,10,12,14,20,20,15.2
shaku,双节尺棍,10,10,10,10,15,11.0
sheev,希芙,10,10,20,30,35,21.0
sibear,西伯利亚冰锤,20,38,39,40,40,35.4
sigma_and_octantis,西格玛 & 南极座,5,8,10,10,18,10.2
silva_and_aegis,席瓦 & 神盾,10,15,15,20,20,16.0
skiajati,影生,25,30,30,30,40,31.0
sydon,恶龙,20,30,30,40,48,33.6
tekko,铁钩手甲,15,20,20,20,30,21.0
tipedo,提佩多,6,10,14,15,15,12.0
tonbo,蜻蛉薙,9,10,15,15,19,13.6
twin_basolk,双子巴萨克,15,20,20,20,20,19.0
amprex,安培克斯,15,20,20,24,50,25.8
burston,伯斯顿,180,200,200,200,220,200.0
buzlok,巴兹火枪,10,19,20,35,45,25.8
cernos,西诺斯,10,15,15,20,20,16.0
convectrix,导热聚焦枪,15,15,20,30,30,22.0
daikyu,大久和弓,9,10,10,13,15,11.4
dera,德拉,60,60,60,65,70,63.0
drakgoon,龙骑兵,1,10,12,19,20,12.4
dread,恐惧,85,90,90,120,120,101.0
glaxion,冷冻光束步枪,60,70,70,70,70,68.0
gorgon,蛇发女妖,25,50,50,75,80,56.0
grakata,葛拉卡达,14,15,20,20,20,17.8
grinlok,葛恩火枪,8,10,10,10,15,10.6
seer,预言者,15,15,20,20,25,19.0
zakti,毒芽,10,10,14,15,20,13.8
cyath,西亚什,5,9,10,10,10,8.8
dark_split_sword_(dual_swords),暗黑分合剑,10,30,50,50,50,38.0
krohkur,克鲁古尔,10,10,10,15,15,12.0
kronen,皇家拐刃,15,25,39,40,45,32.8
lacera,悲痛之刃,20,50,50,90,100,62.0
lesion,病变,15,15,20,35,45,26.0
venka,凯旋之爪,20,20,20,25,25,22.0
volnus,创伤,20,20,25,30,50,29.0
zenistar,天顶之星,15,20,20,25,25,21.0
deconstructor,分离,45,55,86,90,90,73.2
sweeper,扫除者,20,20,28,30,30,25.6
rattleguts,响胆,8,10,10,15,15,11.6
wolf_sledge,恶狼战锤,10,19,20,35,40,24.8
quellor,压制者,10,10,20,20,20,16.0
basmu,巴什穆,15,17,18,25,30,21.0
stahlta,钢刃步枪,60,70,70,70,70,68.0
velox,逐电,10,10,15,20,20,15.0
helstrum,赫尔斯壮,30,40,45,45,50,42.0
xoris,驱魔之刃,20,40,45,60,60,45.0
athodai,阿索代,4,10,10,10,10,8.8
sepulcrum,追击者,39,50,55,65,80,57.8
quassus,威震武扇,30,38,40,44,50,40.4
trumna,灭杀者,15,40,40,50,50,39.0
zymos,邪莫斯,30,30,36,50,50,39.2
keratinos,卡提努之爪,40,40,50,50,55,47.0
mausolon,惩戒者,100,130,135,150,150,133.0
cedo,塞多,20,20,24,25,35,24.8
verglas,冰凇,698,700,739,740,750,725.4
epitaph,葬铭,80,80,90,90,96,87.2
tenet_envoy,信条·典客,35,35,40,50,50,42.0
tenet_spirex,信条·斯派克斯,10,15,15,20,25,17.0
kompressa,卡帕压力枪,68,80,80,85,90,80.6
tenet_exec,信条·枢密,80,95,98,100,100,94.6
tenet_grigori,信条·格里高利,25,29,30,30,30,28.8
ambassador,使节,20,20,20,20,40,24.0
cadus,卡德斯,9,10,15,15,20,13.8
tenet_livia,信条·莉薇娅,20,30,30,40,70,38.0
tenet_diplos,信条·纵横双枪,40,40,45,50,50,45.0
tenet_agendus,信条·集议,5,20,25,25,35,22.0
lacerten,莱斯腾,30,55,55,60,149,69.8
akaten,阿卡腾,70,90,500,800,1000,492.0
batoten,巴托腾,90,100,550,0,0,246.66666666666666
vastilok,瓦斯提枪刃,22,24,29,30,30,27.0
ghoulsaw,尸鬼电锯,18,20,20,30,30,23.6
verdilac,蝰首骨妖,18,19,25,100,250,82.4
nepheri,赤炎流星,50,100,100,100,120,94.0
rumblejack,电匕怪杰,11,30,30,35,35,28.2
korumm,雷霆暴君,15,19,20,20,20,18.8
venato,脉纹,10,10,20,20,20,16.0
nataruk,太始弓,30,40,40,40,40,38.0
hespar,暮斩,30,40,40,50,50,42.0
alternox,电幻步枪,10,15,15,20,20,16.0
aeolak,风鸣,13,20,25,30,30,23.6
phenmor,凤殁,70,70,75,80,80,75.0
laetum,奏凯,100,100,100,100,110,102.0
praedos,双雄,35,40,40,45,45,41.0
innodem,清刚,20,30,30,35,37,30.4
felarx,逐枭,40,40,40,40,50,42.0
vericres,真月武扇,15,20,30,45,50,32.0
slaytra,屠煞,20,20,20,25,25,22.0
aegrit,骇敌榴弹,15,50,60,60,80,53.0
afentis,圣英,5,10,10,15,15,11.0
sarofang,沙罗之牙,13,20,20,20,20,18.6
perigale,月面狂风,15,15,20,30,30,22.0
corufell,闪劫,29,29,30,30,30,29.6
steflos,石晶之花,10,17,20,20,25,18.4
sampotes,三宝聚,20,50,50,60,65,49.0
azothane,溶灵尊,29,30,40,50,60,41.8
syam,业珀,70,70,80,90,99,81.8
cinta,遂心,10,15,20,20,20,17.0
sun_and_moon,赤阳 & 幽月,25,25,30,35,60,35.0
edun,雷石祭,15,20,20,20,30,21.0
rauta,锐铁,25,30,30,34,40,31.8
argo_and_vel,星舟 & 帆,20,20,20,40,60,32.0
gotva_prime,骨葬 Prime,25,30,50,50,50,41.0
dorrclave,怒斩,28,29,40,40,40,35.4
ekhein,映声战锤,20,30,30,40,50,34.0
mandonel,辐光弩炮,20,20,30,45,50,33.0
grimoire,Grimoire,30,35,40,40,42,37.4
onos,赘骨,25,30,30,33,40,31.6
ruvox,古声,10,40,50,65,150,63.0
dex_nikana,Dex 侍刃,300,0,0,0,0,300.0
cantare,歌颂,20,20,20,23,29,22.4
evensong,晚祷,15,18,18,20,20,18.2
harmony,和谐,80,119,120,130,138,117.4
ax_52,AX-52,25,25,35,35,35,31.0
