url_name,zh_name,platinum1,platinum2,platinum3,platinum4,platinum5,platinum_avg
pox,脓痘,20,20,25,39,40,28.8
pyrana,食人鱼,20,20,22,30,35,25.4
sicarus,暗杀者,50,50,59,59,60,55.6
spira,旋刃飞刀,5,5,10,10,10,8.0
dehtat,德塔特,5,8,9,10,10,8.4
destreza,技巧之剑,10,15,20,20,20,17.0
dex_dakra,Dex 达克拉双剑,10,10,15,18,20,14.6
dokrahm,多克拉姆,8,20,20,25,28,20.2
dragon_nikana,龙之侍刃,18,20,20,20,20,19.6
dual_cleavers,斩肉双刀,10,20,25,25,30,22.0
dual_ether,苍穹双剑,15,20,25,39,50,29.8
dual_heat_swords,烈焰双剑,10,20,25,30,50,27.0
dual_ichor,恶脓双斧,130,150,150,150,150,146.0
dual_keres,凯瑞斯双刀,24,25,25,29,30,26.6
kama,短柄战镰,15,20,50,60,65,42.0
kogake,科加基,15,20,24,25,25,21.8
multron,多连穿甲枪,20,20,25,30,30,25.0
vulcax,金工火舌,25,25,25,30,30,27.0
masseter,咀嚼金棒,13,15,20,20,49,23.4
pathocyst,病囊飞刃,20,20,30,31,40,28.2
kuva_chakkhurr,赤毒·邪眼,10,20,25,25,30,22.0
lecta,勒克塔,25,30,40,40,45,36.0
machete,马谢特砍刀,1,10,10,10,20,10.2
magistar,执法者,550,600,600,645,650,609.0
mewan,密丸,15,15,20,25,30,21.0
mios,牡狮神,10,10,10,10,20,12.0
rabvee,拉比威,35,50,50,50,60,49.0
war,战争之剑,16,20,25,40,40,28.2
artax,阿塔克斯,20,34,35,35,35,31.8
burst_laser,激光点发,19,20,20,25,30,22.8
deth_machine_rifle,死亡机枪,20,25,30,30,38,28.6
laser_rifle,激光步枪,30,30,34,50,60,40.8
astilla,碎裂者,5,10,10,10,14,9.8
baza,苍鹰,9,12,15,15,25,15.2
boar,野猪,68,70,70,70,74,70.4
flux_rifle,通量步枪,20,20,25,25,29,23.8
cronus,克洛诺斯,10,10,10,10,20,12.0
endura,三叶坚韧,10,15,15,15,15,14.0
glaive,战刃,240,250,270,275,275,262.0
heat_sword,烈焰长剑,9,10,18,20,25,16.4
jat_kusar,喷射锁镰,10,15,15,20,20,16.0
nami_skyla,海波斯库拉对剑,15,18,19,20,20,18.4
nami_solo,海波单剑,35,45,50,50,60,48.0
nikana,侍刃,40,49,50,50,50,47.8
ninkondi,降灵追猎者,18,20,20,20,28,21.2
obex,奥比克斯,13,15,20,20,25,18.6
ohma,欧玛,20,30,30,30,35,29.0
okina,翁,65,65,70,75,80,71.0
ooltha,乌尔萨,4,10,10,12,15,10.2
orthos,欧特鲁斯,30,30,30,30,30,30.0
orvius,灵枢,9,10,10,15,18,12.4
pangolin_sword,鲮鲤剑,14,14,20,20,30,19.6
plague_keewar,瘟疫 奇沃,15,15,20,25,29,20.8
plague_kripath,瘟疫 克里帕丝,10,15,15,19,20,15.8
plasma_sword,等离子长剑,10,10,11,15,15,12.2
prova,普罗沃,9,10,19,20,20,15.6
redeemer,救赎者,20,20,20,20,20,20.0
skana,空刃,55,60,60,60,65,60.0
harpak,哈帕克,5,9,15,18,18,13.0
hema,血肢,10,10,10,15,15,12.0
hind,雌鹿,8,8,9,10,10,9.0
ignis,伊格尼斯,20,20,20,20,20,20.0
javlok,燃焰标枪,8,9,9,10,15,10.2
karak,卡拉克,9,15,20,20,20,16.8
kohm,寇恩热能枪,13,15,15,15,15,14.6
lanka,兰卡,8,9,10,10,10,9.4
paris,帕里斯,19,25,29,29,30,26.4
quartakk,夸塔克,8,10,15,15,15,12.6
scourge,祸根,15,15,22,30,50,26.4
spectra,光谱切割器,9,15,20,20,25,17.8
staticor,静电能量导引枪,10,10,17,18,18,14.6
stubba,史度巴,5,5,10,10,10,8.0
stug,史特克,15,25,25,30,31,25.2
talons,鹰爪,9,10,10,12,15,11.2
twin_grakatas,双子葛拉卡达,10,10,10,15,15,12.0
twin_gremlins,双子小精灵,10,15,15,20,20,16.0
twin_kohmak,双子寇恩霰机枪,15,15,16,18,20,16.8
twin_rogga,双子罗格,5,10,10,10,20,11.0
twin_vipers,双子蝰蛇,10,13,15,20,20,15.6
tysis,啐沫者,30,35,40,40,50,39.0
vasto,瓦斯托,30,30,30,30,30,30.0
viper,蝰蛇,5,10,15,15,20,13.0
zylok,席尔火枪,10,19,19,20,20,17.6
dakra_prime,达克拉 Prime,9,10,15,20,20,14.8
dark_dagger,暗黑匕首,19,25,25,25,30,24.8
kuva_twin_stubbas,赤毒·双子史度巴,10,13,14,14,15,13.2
pennant,尖幡,10,25,25,40,50,30.0
kuva_bramma,赤毒·布拉玛,20,25,25,25,30,25.0
stropha,诡计之刃,20,20,20,22,50,26.4
morgha,置灵者,30,30,30,30,40,32.0
catabolyst,异化者,15,15,20,20,25,19.0
hikou,飞扬,10,10,15,20,20,15.0
knell,丧钟,20,20,20,20,20,20.0
kohmak,寇恩霰机枪,4,7,7,8,10,7.2
kraken,北海巨妖,4,5,9,15,25,11.6
kunai,苦无,20,20,20,30,30,24.0
lex,雷克斯,80,80,100,100,100,92.0
marelok,玛瑞火枪,14,14,20,20,20,17.6
broken_scepter,破损珽杖,10,10,15,15,15,13.0
dual_zoren,佐伦双斧,9,10,15,15,20,13.8
ether_daggers,苍穹匕首,10,15,15,19,25,16.8
ether_reaper,苍穹死神,13,15,20,20,20,17.6
ether_sword,苍穹之剑,6,7,7,8,9,7.4
fang,狼牙,15,15,19,19,25,18.6
furax,弗拉克斯,40,40,50,50,50,46.0
karyst,凯洛斯特,10,15,15,20,25,17.0
stinger,毒刺,20,20,20,20,25,21.0
vulklok,金工火枪,15,20,29,35,40,27.8
catchmoon,捕月,10,10,10,10,15,11.0
plinx,漫射者,10,20,20,24,25,19.8
korrudo,库鲁多,7,9,10,15,15,11.2
fulmin,雷霆,24,25,25,39,45,31.6
cobra_and_crane,眼镜蛇 & 鹤,10,10,10,20,20,14.0
komorex,猛毒,15,15,19,19,19,17.4
cyanex,氰毒,10,15,20,20,20,17.0
tatsu,龙辰,20,20,20,20,30,22.0
cyngas,合成燃气炮,10,10,13,15,15,12.6
larkspur,翠雀,37,38,40,45,50,42.0
imperator,凯旋将军,20,20,30,35,35,28.0
corvas,黑鸦,65,140,150,170,180,141.0
phaedra,菲德菈,10,10,10,15,20,13.0
grattler,葛拉特勒,70,75,100,120,140,101.0
dual_decurion,什长双枪,50,60,70,99,99,75.6
attica,阿提卡,5,8,9,9,10,8.2
boltor,螺钉步枪,45,70,70,70,75,66.0
braton,布莱顿,25,26,35,35,40,32.2
corinth,科林斯,9,10,20,25,25,17.8
ferrox,铁晶磁轨炮,15,15,19,20,20,17.8
hek,海克,15,18,18,20,20,18.2
ogris,食人女魔,80,80,100,100,100,92.0
paracyst,附肢寄生者,5,9,10,10,15,9.8
supra,苏普拉,9,9,10,15,20,12.6
tenora,双簧管,14,14,15,15,17,15.0
tiberon,狂鲨,10,13,13,14,15,13.0
aklex,雷克斯双枪,5,10,10,14,15,10.8
akmagnus,麦格努斯双枪,8,9,15,18,20,14.0
aksomati,轻灵月神双枪,10,15,20,20,20,17.0
akstiletto,史提托双枪,8,9,10,10,10,9.4
akvasto,瓦斯托双枪,5,15,15,20,20,15.0
akzani,荒谬双枪,8,10,13,15,16,12.4
angstrum,安格斯壮,28,29,30,30,30,29.4
atomos,原子矿融炮,20,29,30,30,30,27.8
azima,方位角,10,12,15,20,20,15.4
bolto,螺钉手枪,5,10,10,10,15,10.0
brakk,布拉克,1,10,10,15,20,11.2
despair,绝望,5,19,25,28,30,21.4
dual_raza,锋月双斧,10,10,15,20,20,15.0
reaper_prime,收割者 Prime,20,20,20,20,30,22.0
ripkas,锐卡斯,20,20,25,35,40,28.0
dark_sword,暗黑长剑,10,10,13,13,15,12.2
kreska,直镐,9,9,10,10,20,11.6
velocitus,极速电磁步枪,80,85,100,100,150,103.0
fluctus,巨浪,19,20,20,20,20,19.8
quatz,夸兹,10,15,20,30,30,21.0
acceltra,迅发电浆炮,45,45,45,46,50,46.2
akarius,阿利乌双枪,25,38,38,45,50,39.2
tazicor,泰瑟步枪,20,25,25,30,30,26.0
cryotra,急冻喷枪,20,20,28,29,30,25.4
shedu,舍杜,30,45,49,50,50,44.8
cortege,送葬者,20,30,35,40,50,35.0
vitrica,金璃剑,23,25,25,30,30,26.6
pulmonars,感染连枷,10,10,10,10,15,11.0
bubonico,横痃重炮,20,25,25,25,25,24.0
proboscis_cernos,刺吸西诺斯,10,15,18,19,19,16.2
sporothrix,孢丝感染枪,19,30,34,35,35,30.6
arum_spinosa,疆南星刺,13,30,34,35,40,30.4
sarpa,蛇刃,10,15,15,20,20,16.0
scindo,分裂斩斧,15,19,20,20,23,19.4
scoliac,脊椎节鞭,9,10,14,15,15,12.6
sepfahn,瑟普梵,10,25,25,45,50,31.0
serro,电能斩锯,12,15,15,20,20,16.4
shaku,双节尺棍,6,10,10,10,11,9.4
sheev,希芙,10,10,15,15,19,13.8
sibear,西伯利亚冰锤,20,20,20,30,30,24.0
sigma_and_octantis,西格玛 & 南极座,10,10,14,15,15,12.8
silva_and_aegis,席瓦 & 神盾,10,10,15,20,20,15.0
skiajati,影生,15,20,20,20,20,19.0
sydon,恶龙,9,12,15,18,20,14.8
tekko,铁钩手甲,10,15,19,19,28,18.2
tipedo,提佩多,10,10,20,20,20,16.0
tonbo,蜻蛉薙,9,9,10,10,15,10.6
twin_basolk,双子巴萨克,10,15,15,18,20,15.6
amprex,安培克斯,19,20,25,25,28,23.4
burston,伯斯顿,25,179,180,180,180,148.8
buzlok,巴兹火枪,10,10,19,45,45,25.8
cernos,西诺斯,8,10,10,10,10,9.6
convectrix,导热聚焦枪,15,20,20,20,20,19.0
daikyu,大久和弓,5,10,10,10,15,10.0
dera,德拉,50,70,80,89,100,77.8
drakgoon,龙骑兵,10,10,11,12,15,11.6
dread,恐惧,28,28,40,40,45,36.2
glaxion,冷冻光束步枪,40,40,60,70,70,56.0
gorgon,蛇发女妖,19,20,20,24,25,21.6
grakata,葛拉卡达,10,25,30,35,35,27.0
grinlok,葛恩火枪,6,7,10,10,10,8.6
seer,预言者,9,10,10,10,10,9.8
zakti,毒芽,15,15,20,20,20,18.0
cyath,西亚什,10,15,20,20,25,18.0
dark_split_sword_(dual_swords),暗黑分合剑,15,15,15,20,20,17.0
krohkur,克鲁古尔,4,10,10,10,15,9.8
kronen,皇家拐刃,24,26,30,34,35,29.8
lacera,悲痛之刃,35,35,40,40,50,40.0
lesion,病变,20,40,45,45,50,40.0
venka,凯旋之爪,20,20,20,25,30,23.0
volnus,创伤,15,15,20,20,20,18.0
zenistar,天顶之星,19,25,30,30,30,26.8
deconstructor,分离,20,30,39,100,100,57.8
sweeper,扫除者,15,15,18,20,25,18.6
rattleguts,响胆,5,8,10,10,10,8.6
wolf_sledge,恶狼战锤,23,24,25,30,30,26.4
quellor,压制者,13,20,20,25,30,21.6
basmu,巴什穆,20,20,20,20,20,20.0
stahlta,钢刃步枪,30,45,50,60,60,49.0
velox,逐电,14,15,15,15,15,14.8
helstrum,赫尔斯壮,35,35,40,40,40,38.0
xoris,驱魔之刃,30,30,30,30,35,31.0
athodai,阿索代,10,10,20,30,40,22.0
sepulcrum,追击者,17,20,20,25,25,21.4
quassus,威震武扇,15,20,30,30,30,25.0
trumna,灭杀者,20,30,30,30,30,28.0
zymos,邪莫斯,15,15,20,30,35,23.0
keratinos,卡提努之爪,50,50,50,59,60,53.8
mausolon,惩戒者,89,129,140,149,150,131.4
cedo,塞多,15,20,35,35,35,28.0
verglas,冰凇,650,668,669,680,700,673.4
epitaph,葬铭,50,50,58,59,60,55.4
tenet_envoy,信条·典客,15,20,30,40,45,30.0
tenet_spirex,信条·斯派克斯,10,10,10,10,14,10.8
kompressa,卡帕压力枪,75,76,80,80,99,82.0
tenet_exec,信条·枢密,90,99,100,100,100,97.8
tenet_grigori,信条·格里高利,20,20,20,25,25,22.0
ambassador,使节,15,15,19,20,20,17.8
cadus,卡德斯,5,12,13,15,15,12.0
tenet_livia,信条·莉薇娅,15,20,20,20,25,20.0
tenet_diplos,信条·纵横双枪,20,25,32,40,55,34.4
tenet_agendus,信条·集议,5,18,19,25,29,19.2
lacerten,莱斯腾,80,100,150,300,350,196.0
akaten,阿卡腾,70,98,220,240,280,181.6
batoten,巴托腾,35,50,75,80,89,65.8
vastilok,瓦斯提枪刃,15,20,20,20,20,19.0
ghoulsaw,尸鬼电锯,15,30,32,35,50,32.4
verdilac,蝰首骨妖,19,20,20,20,20,19.8
nepheri,赤炎流星,15,20,20,25,25,21.0
rumblejack,电匕怪杰,13,20,20,29,30,22.4
korumm,雷霆暴君,5,10,20,20,25,16.0
venato,脉纹,3,15,20,20,25,16.6
nataruk,太始弓,30,45,46,50,50,44.2
hespar,暮斩,19,20,30,30,35,26.8
alternox,电幻步枪,9,10,10,15,20,12.8
aeolak,风鸣,10,13,15,15,15,13.6
phenmor,凤殁,45,65,80,90,95,75.0
laetum,奏凯,90,99,100,100,100,97.8
praedos,双雄,38,39,40,45,50,42.4
innodem,清刚,20,30,30,30,30,28.0
felarx,逐枭,40,40,40,44,45,41.8
vericres,真月武扇,15,20,25,30,40,26.0
slaytra,屠煞,9,10,10,14,30,14.6
aegrit,骇敌榴弹,10,10,14,20,20,14.8
afentis,圣英,10,10,10,10,10,10.0
sarofang,沙罗之牙,10,15,29,30,30,22.8
perigale,月面狂风,20,25,25,30,40,28.0
corufell,闪劫,25,30,30,40,50,35.0
steflos,石晶之花,10,10,10,10,15,11.0
sampotes,三宝聚,25,30,30,50,50,37.0
azothane,溶灵尊,20,20,24,28,30,24.4
syam,业珀,60,70,70,80,90,74.0
cinta,遂心,19,20,20,20,20,19.8
sun_and_moon,赤阳 & 幽月,20,29,30,30,30,27.8
edun,雷石祭,20,20,22,25,30,23.4
rauta,锐铁,1,20,20,20,20,16.2
argo_and_vel,星舟 & 帆,10,15,15,20,20,16.0
gotva_prime,骨葬 Prime,20,20,20,40,40,28.0
dorrclave,怒斩,20,30,38,39,49,35.2
ekhein,映声战锤,15,18,19,25,30,21.4
mandonel,辐光弩炮,20,29,30,30,30,27.8
grimoire,Grimoire,40,40,40,50,60,46.0
onos,赘骨,10,18,20,20,25,18.6
ruvox,古声,15,15,20,29,30,21.8
dex_nikana,Dex 侍刃,70,100,180,200,250,160.0
cantare,歌颂,14,15,20,20,20,17.8
evensong,晚祷,14,15,17,20,20,17.2
harmony,和谐,100,130,130,130,140,126.0
ax_52,AX-52,35,35,38,40,45,38.6
